AppointmentID,ClinicID,PetID,ClientID,VeterinarianID,AppointmentDate,AppointmentTime,AppointmentType,BookingChannel,AppointmentStatus,ScheduledMinutes,ActualMinutes,WaitTimeMinutes,PrimaryDiagnosis,NewPatientVisit,FollowUpRecommended,SatisfactionScore
A0013573,CL002,P000533,C000366,EMP0035,2024-01-23,12:15,Wellness,Mobile App,Completed,30,44,16,Dental Disease,No,No,
A0013574,CL003,P011429,C007599,EMP0057,2025-03-21,18:45,Sick Visit,Mobile App,No Show,30,,,,No,No,
A0013575,CL012,P001103,C000743,EMP0274,2024-05-20,09:15,Sick Visit,Online,Completed,30,28,25,Gastrointestinal Upset,No,Yes,5
A0013576,CL002,P006321,C004238,EMP0041,2024-12-13,12:45,Sick Visit,Mobile App,Cancelled,30,,,,No,No,
A0013577,CL012,P006948,C004652,EMP0291,2025-06-11,18:45,Wellness,Mobile App,Completed,30,21,26,Routine/Healthy,No,No,5
A0013578,CL009,P002569,C001703,EMP0218,2024-01-24,10:45,Wellness,Online,Completed,30,33,5,Gastrointestinal Upset,No,No,5
A0013579,CL011,P007472,C004988,EMP0254,2024-12-10,13:30,Follow-up,Phone,Completed,20,22,19,Dental Disease,No,No,5
A0013580,CL008,P000342,C000235,EMP0181,2025-09-09,12:45,Wellness,In Person,Completed,30,32,22,Upper Respiratory Infection,No,Yes,
A0013581,CL010,P004915,C003278,EMP0236,2025-06-22,15:45,Vaccination,Phone,Completed,20,20,18,Routine/Healthy,No,No,
A0013582,CL011,P008261,C005510,EMP0254,2024-05-23,15:00,Sick Visit,Online,No Show,30,,,,No,No,
A0013583,CL009,P010798,C007169,EMP0215,2025-10-23,11:30,Sick Visit,Phone,Completed,30,19,7,Lameness/Arthritis,No,No,
A0013584,CL005,P002963,C001972,EMP0117,2025-04-06,16:15,Sick Visit,Online,Cancelled,30,,,,No,No,
A0013585,CL011,P006671,C004462,EMP0250,2025-09-20,08:45,Surgery,Online,No Show,150,,,,No,No,
A0013586,CL004,P001072,C000725,EMP0088,2024-01-01,11:15,Wellness,Mobile App,Cancelled,30,,,,No,No,
A0013587,CL006,P000673,C000457,EMP0131,2025-12-17,15:30,Sick Visit,Online,Completed,30,24,13,Gastrointestinal Upset,No,No,
A0013588,CL003,P003669,C002432,EMP0075,2025-04-19,12:00,Vaccination,Mobile App,Completed,20,19,6,Routine/Healthy,No,No,4
A0013589,CL006,P003165,C002101,EMP0144,2024-10-29,09:15,Vaccination,Phone,Completed,20,20,24,Kidney Disease,Yes,Yes,5
A0013590,CL005,P005575,C003742,EMP0122,2025-11-24,15:00,Surgery,Phone,Completed,150,215,8,Diabetes,No,No,5
A0013591,CL004,P002171,C001448,EMP0084,2024-10-04,09:15,Dental,In Person,Completed,120,104,25,Gastrointestinal Upset,No,No,
A0013592,CL008,P009363,C006231,EMP0193,2025-07-23,16:15,Emergency,Mobile App,Completed,60,69,29,Gastrointestinal Upset,No,No,2
A0013593,CL007,P012284,C008159,EMP0170,2024-07-24,15:30,Sick Visit,Online,Completed,30,32,21,Dermatitis/Allergy,Yes,No,5
A0013594,CL006,P002624,C001737,EMP0134,2024-04-11,18:45,Wellness,Phone,No Show,30,,,,Yes,No,
A0013595,CL005,P003402,C002257,EMP0117,2025-05-23,08:45,Vaccination,In Person,Completed,20,27,21,Upper Respiratory Infection,No,No,5
A0013596,CL009,P001285,C000857,EMP0205,2024-06-11,11:30,Wellness,Online,No Show,30,,,,No,No,
A0013597,CL001,P006012,C004030,EMP0020,2025-12-02,11:30,Specialty Consult,In Person,Completed,60,65,15,Urinary Tract Disease,No,Yes,5
A0013598,CL007,P000365,C000251,EMP0163,2024-10-21,11:00,Emergency,Phone,Completed,60,78,31,Dermatitis/Allergy,No,No,5
A0013599,CL007,P007183,C004804,EMP0174,2025-05-31,10:00,Follow-up,Online,No Show,20,,,,Yes,No,
A0013600,CL009,P006999,C004684,EMP0209,2024-03-23,09:45,Sick Visit,Phone,No Show,30,,,,No,No,
A0013601,CL006,P001822,C001211,EMP0132,2024-03-15,13:45,Follow-up,Online,Completed,20,20,1,Gastrointestinal Upset,No,No,3
A0013602,CL007,P007798,C005193,EMP0164,2025-06-23,13:45,Specialty Consult,Online,Completed,60,83,5,Lameness/Arthritis,No,No,
A0013603,CL003,P004568,C003035,EMP0075,2025-11-17,10:15,Sick Visit,Mobile App,Completed,30,34,24,Gastrointestinal Upset,No,No,5
A0013604,CL010,P009457,C006290,EMP0238,2025-06-24,15:30,Follow-up,Mobile App,Completed,20,18,7,Urinary Tract Disease,No,No,3
A0013605,CL006,P007621,C005077,EMP0150,2025-06-12,10:45,Wellness,Mobile App,Completed,30,28,26,Gastrointestinal Upset,No,Yes,4
A0013606,CL006,P009885,C006573,EMP0135,2024-01-10,09:30,Wellness,Mobile App,Completed,30,36,8,Urinary Tract Disease,No,Yes,4
A0013607,CL007,P012508,C008309,EMP0163,2025-12-03,09:15,Sick Visit,Phone,Cancelled,30,,,,No,No,
A0013608,CL011,P009284,C006172,EMP0257,2024-01-08,10:30,Vaccination,Phone,No Show,20,,,,No,No,
A0013609,CL011,P011602,C007707,EMP0264,2025-01-30,09:30,Wellness,Phone,Completed,30,39,9,Routine/Healthy,No,No,4
A0013610,CL008,P005378,C003601,EMP0195,2025-02-14,14:00,Sick Visit,Online,Completed,30,39,13,Otitis Externa,No,No,5
A0013611,CL003,P012687,C008429,EMP0073,2025-03-01,11:15,Emergency,In Person,Completed,60,67,16,Gastrointestinal Upset,No,Yes,
A0013612,CL003,P006525,C004367,EMP0057,2025-03-10,09:30,Vaccination,Mobile App,Cancelled,20,,,,No,No,
A0013613,CL007,P004660,C003101,EMP0164,2024-12-14,10:00,Follow-up,In Person,Completed,20,12,29,Otitis Externa,No,No,5
A0013614,CL010,P009430,C006273,EMP0236,2025-01-24,16:00,Wellness,Mobile App,Completed,30,33,5,Otitis Externa,No,No,5
A0013615,CL004,P001996,C001333,EMP0099,2025-05-03,09:00,Sick Visit,In Person,Completed,30,46,10,Routine/Healthy,No,Yes,5
A0013616,CL009,P010793,C007165,EMP0215,2024-09-25,12:00,Sick Visit,In Person,Completed,30,16,20,Routine/Healthy,Yes,No,5
A0013617,CL002,P004845,C003227,EMP0033,2025-01-22,09:00,Wellness,Mobile App,Completed,30,12,27,Gastrointestinal Upset,No,No,4
A0013618,CL010,P006923,C004636,EMP0230,2025-12-15,13:45,Vaccination,In Person,Completed,20,22,21,Other,No,Yes,
A0013619,CL001,P006881,C004608,EMP0019,2025-04-04,09:45,Sick Visit,Online,Completed,30,29,13,Otitis Externa,Yes,Yes,5
A0013620,CL003,P003876,C002563,EMP0075,2025-08-30,09:15,Surgery,Phone,Completed,150,102,22,Mass/Neoplasia,No,No,4
A0013621,CL004,P002561,C001696,EMP0099,2025-05-15,10:00,Dental,Mobile App,No Show,120,,,,No,No,
A0013622,CL001,P000661,C000447,EMP0020,2025-11-27,12:00,Follow-up,Phone,Completed,20,14,21,Urinary Tract Disease,No,No,5
A0013623,CL003,P011963,C007949,EMP0072,2024-10-15,13:45,Sick Visit,Phone,Completed,30,30,17,Diabetes,No,No,
A0013624,CL001,P006558,C004390,EMP0014,2025-12-09,14:45,Sick Visit,Mobile App,Cancelled,30,,,,No,No,
A0013625,CL009,P005185,C003460,EMP0207,2024-10-22,18:15,Vaccination,In Person,Completed,20,21,11,Dermatitis/Allergy,No,No,4
A0013626,CL010,P009410,C006258,EMP0235,2024-09-10,12:15,Sick Visit,Phone,Completed,30,34,0,Diabetes,No,No,5
A0013627,CL008,P009883,C006571,EMP0181,2024-12-14,12:00,Surgery,Mobile App,No Show,150,,,,No,No,
A0013628,CL004,P007050,C004713,EMP0089,2025-05-25,14:30,Follow-up,Phone,Completed,20,12,18,Kidney Disease,No,Yes,4
A0013629,CL007,P008856,C005891,EMP0165,2025-01-27,15:00,Sick Visit,Phone,Completed,30,34,26,Dermatitis/Allergy,No,No,5
A0013630,CL010,P008895,C005913,EMP0229,2024-10-17,15:30,Emergency,In Person,Completed,60,87,32,Upper Respiratory Infection,No,No,5
A0013631,CL008,P008493,C005666,EMP0175,2025-03-10,18:15,Wellness,Phone,Completed,30,19,22,Trauma,No,No,4
A0013632,CL009,P010288,C006833,EMP0203,2024-05-10,10:15,Sick Visit,In Person,Completed,30,18,19,Urinary Tract Disease,No,No,
A0013633,CL011,P006407,C004292,EMP0247,2024-03-14,10:45,Emergency,Mobile App,Completed,60,66,13,Dermatitis/Allergy,No,No,4
A0013634,CL002,P005978,C004008,EMP0031,2024-10-24,10:30,Dental,Online,Completed,120,104,3,Routine/Healthy,No,No,5
A0013635,CL007,P006335,C004247,EMP0160,2024-10-26,11:45,Wellness,Online,Completed,30,34,17,Otitis Externa,No,Yes,4
A0013636,CL012,P012261,C008143,EMP0298,2025-07-21,14:00,Specialty Consult,Mobile App,No Show,60,,,,No,No,
A0013637,CL006,P008875,C005904,EMP0144,2025-01-14,14:15,Wellness,Online,Cancelled,30,,,,No,No,
A0013638,CL008,P004271,C002843,EMP0193,2024-04-12,11:45,Emergency,Phone,Completed,60,58,34,Gastrointestinal Upset,No,No,5
A0013639,CL004,P009049,C006013,EMP0080,2024-03-27,11:30,Wellness,Phone,Cancelled,30,,,,No,No,
A0013640,CL005,P001003,C000680,EMP0109,2025-03-18,17:30,Sick Visit,Mobile App,Completed,30,21,29,Kidney Disease,Yes,No,5
A0013641,CL003,P003872,C002561,EMP0072,2024-02-21,08:45,Vaccination,Online,Completed,20,26,15,Dental Disease,No,No,
A0013642,CL003,P008898,C005915,EMP0068,2025-03-05,10:00,Emergency,Phone,No Show,60,,,,No,No,
A0013643,CL012,P008546,C005698,EMP0289,2025-11-03,09:45,Wellness,Phone,No Show,30,,,,No,No,
A0013644,CL008,P012213,C008107,EMP0186,2024-09-16,11:30,Wellness,Mobile App,No Show,30,,,,No,No,
A0013645,CL003,P012761,C008477,EMP0062,2025-05-20,08:00,Sick Visit,In Person,No Show,30,,,,Yes,No,
A0013646,CL009,P006890,C004614,EMP0214,2024-01-02,12:00,Sick Visit,Mobile App,No Show,30,,,,No,No,
A0013647,CL010,P010267,C006821,EMP0227,2024-01-20,11:15,Sick Visit,Mobile App,Completed,30,38,9,Dermatitis/Allergy,No,No,5
A0013648,CL009,P011066,C007358,EMP0210,2025-12-01,16:00,Sick Visit,Phone,Completed,30,16,16,Other,No,No,4
A0013649,CL005,P004751,C003166,EMP0113,2025-08-19,15:15,Wellness,Mobile App,Completed,30,23,15,Otitis Externa,No,No,5
A0013650,CL004,P007591,C005059,EMP0088,2025-08-08,08:15,Sick Visit,Phone,No Show,30,,,,No,No,
A0013651,CL010,P010819,C007181,EMP0235,2024-11-13,11:45,Vaccination,In Person,Completed,20,17,9,Lameness/Arthritis,No,No,5
A0013652,CL009,P012706,C008443,EMP0214,2024-01-04,12:00,Emergency,Online,Completed,60,63,51,Lameness/Arthritis,No,No,4
A0013653,CL011,P009617,C006392,EMP0255,2024-07-18,17:00,Vaccination,Mobile App,Cancelled,20,,,,No,No,
A0013654,CL009,P002329,C001557,EMP0214,2024-08-01,10:15,Sick Visit,In Person,Completed,30,33,20,Routine/Healthy,No,No,5
A0013655,CL012,P003865,C002557,EMP0286,2025-01-20,10:45,Dental,In Person,No Show,120,,,,No,No,
A0013656,CL002,P005058,C003380,EMP0033,2024-10-23,18:00,Wellness,Online,Completed,30,30,19,Dermatitis/Allergy,Yes,No,5
A0013657,CL002,P012776,C008491,EMP0034,2024-03-27,13:45,Vaccination,Online,Completed,20,26,14,Gastrointestinal Upset,No,No,5
A0013658,CL002,P000826,C000565,EMP0045,2024-09-20,16:15,Sick Visit,Mobile App,No Show,30,,,,No,No,
A0013659,CL002,P009723,C006465,EMP0037,2024-01-23,13:30,Vaccination,Online,Completed,20,29,15,Diabetes,No,No,
A0013660,CL004,P009226,C006134,EMP0077,2024-12-28,12:45,Sick Visit,Online,Cancelled,30,,,,No,No,
A0013661,CL009,P008437,C005635,EMP0207,2025-10-31,17:00,Vaccination,In Person,No Show,20,,,,No,No,
A0013662,CL008,P009063,C006022,EMP0194,2024-09-03,13:15,Vaccination,In Person,Completed,20,23,1,Dental Disease,Yes,Yes,4
A0013663,CL004,P007215,C004823,EMP0104,2025-02-10,14:45,Dental,In Person,Completed,120,147,0,Mass/Neoplasia,No,No,
A0013664,CL012,P001040,C000705,EMP0285,2024-12-22,08:00,Specialty Consult,Mobile App,Cancelled,60,,,,No,No,
A0013665,CL005,P002544,C001687,EMP0107,2024-07-22,11:45,Emergency,In Person,Completed,60,74,37,Gastrointestinal Upset,No,No,5
A0013666,CL007,P003526,C002339,EMP0170,2025-05-22,14:45,Dental,In Person,Completed,120,133,17,Trauma,No,No,4
A0013667,CL009,P004396,C002923,EMP0218,2025-09-16,14:00,Dental,Online,No Show,120,,,,Yes,No,
A0013668,CL011,P002777,C001847,EMP0250,2025-05-17,10:45,Emergency,Online,Cancelled,60,,,,No,No,
A0013669,CL006,P008125,C005419,EMP0131,2024-08-10,08:00,Wellness,Phone,Cancelled,30,,,,No,No,
A0013670,CL003,P009933,C006609,EMP0070,2024-01-10,08:30,Specialty Consult,Online,Completed,60,76,6,Dental Disease,No,No,5
A0013671,CL006,P003651,C002420,EMP0149,2025-07-14,09:30,Specialty Consult,In Person,No Show,60,,,,No,No,
A0013672,CL004,P006005,C004025,EMP0099,2025-12-18,09:15,Emergency,Mobile App,Completed,60,53,13,Lameness/Arthritis,No,Yes,4
A0013673,CL011,P004743,C003161,EMP0263,2025-12-12,16:00,Wellness,In Person,No Show,30,,,,No,No,
A0013674,CL002,P011709,C007783,EMP0037,2024-01-12,08:45,Specialty Consult,In Person,Completed,60,56,17,Routine/Healthy,No,Yes,5
A0013675,CL012,P002933,C001949,EMP0286,2024-02-09,10:15,Dental,In Person,Cancelled,120,,,,No,No,
A0013676,CL010,P007468,C004986,EMP0235,2024-11-08,09:45,Vaccination,Online,Completed,20,20,24,Kidney Disease,No,Yes,5
A0013677,CL007,P010986,C007301,EMP0164,2024-03-07,14:45,Wellness,Phone,Cancelled,30,,,,No,No,
A0013678,CL005,P001910,C001272,EMP0118,2024-12-26,16:30,Specialty Consult,Online,Completed,60,49,19,Routine/Healthy,No,Yes,5
A0013679,CL010,P003601,C002389,EMP0238,2024-02-03,12:15,Wellness,Phone,Completed,30,35,23,Dermatitis/Allergy,No,No,5
A0013680,CL011,P000165,C000111,EMP0256,2025-03-21,10:00,Surgery,Mobile App,Completed,150,125,21,Dermatitis/Allergy,No,Yes,4
A0013681,CL002,P009758,C006490,EMP0032,2024-12-04,10:30,Sick Visit,Online,Completed,30,52,25,Dermatitis/Allergy,Yes,No,4
A0013682,CL006,P009493,C006313,EMP0133,2024-09-30,15:00,Vaccination,Mobile App,No Show,20,,,,No,No,
A0013683,CL010,P007777,C005178,EMP0236,2024-03-07,14:30,Wellness,Online,Completed,30,18,25,Dental Disease,No,No,5
A0013684,CL008,P004449,C002952,EMP0186,2024-07-31,11:45,Sick Visit,In Person,Completed,30,39,10,Dental Disease,No,No,5
A0013685,CL003,P003506,C002325,EMP0070,2025-02-25,09:15,Wellness,Mobile App,Completed,30,25,20,Upper Respiratory Infection,No,No,5
A0013686,CL002,P008394,C005607,EMP0032,2025-07-15,13:00,Vaccination,Mobile App,Completed,20,25,13,Otitis Externa,Yes,No,2
A0013687,CL002,P008047,C005369,EMP0034,2024-08-27,10:15,Vaccination,Phone,No Show,20,,,,Yes,No,
A0013688,CL008,P006159,C004132,EMP0191,2025-05-21,16:30,Vaccination,In Person,Completed,20,27,18,Routine/Healthy,No,Yes,4
A0013689,CL012,P008642,C005753,EMP0298,2025-12-16,11:00,Sick Visit,Mobile App,Completed,30,24,15,Lameness/Arthritis,No,No,5
A0013690,CL006,P002396,C001598,EMP0132,2024-10-30,16:00,Vaccination,Online,Completed,20,24,23,Routine/Healthy,No,No,5
A0013691,CL002,P012535,C008327,EMP0033,2025-07-13,15:15,Wellness,Online,No Show,30,,,,No,No,
A0013692,CL011,P009994,C006646,EMP0251,2024-03-02,11:00,Wellness,Mobile App,Cancelled,30,,,,No,No,
A0013693,CL011,P000550,C000377,EMP0266,2024-10-05,17:30,Dental,In Person,Completed,120,174,0,Upper Respiratory Infection,No,No,5
A0013694,CL003,P003085,C002050,EMP0075,2025-01-14,08:15,Sick Visit,Online,Cancelled,30,,,,Yes,No,
A0013695,CL004,P002833,C001886,EMP0089,2025-10-03,13:45,Surgery,Mobile App,Completed,150,159,3,Otitis Externa,No,No,
A0013696,CL011,P004666,C003106,EMP0251,2025-07-19,16:15,Sick Visit,In Person,Completed,30,24,17,Gastrointestinal Upset,No,No,5
A0013697,CL006,P009690,C006443,EMP0146,2024-06-03,09:30,Vaccination,In Person,Cancelled,20,,,,No,No,
A0013698,CL003,P003142,C002085,EMP0072,2024-03-07,09:15,Emergency,Online,Completed,60,96,25,Upper Respiratory Infection,No,Yes,
A0013699,CL005,P001190,C000799,EMP0123,2025-07-08,15:30,Sick Visit,In Person,Completed,30,33,12,Upper Respiratory Infection,No,No,5
A0013700,CL007,P004367,C002910,EMP0160,2024-05-15,09:30,Vaccination,Mobile App,Completed,20,23,14,Dental Disease,No,No,4
A0013701,CL010,P003153,C002093,EMP0236,2025-05-12,12:00,Specialty Consult,Online,Completed,60,47,0,Urinary Tract Disease,No,No,4
A0013702,CL007,P010575,C007015,EMP0157,2025-03-07,15:30,Sick Visit,Mobile App,Completed,30,46,8,Trauma,No,No,4
A0013703,CL009,P005068,C003386,EMP0201,2025-10-20,12:30,Specialty Consult,In Person,No Show,60,,,,No,No,
A0013704,CL011,P005609,C003767,EMP0266,2025-03-28,13:30,Sick Visit,Mobile App,Completed,30,37,18,Kidney Disease,No,No,5
A0013705,CL004,P010931,C007260,EMP0097,2024-08-27,08:45,Emergency,In Person,Completed,60,84,24,Lameness/Arthritis,No,Yes,5
A0013706,CL012,P002646,C001751,EMP0283,2024-02-22,14:45,Follow-up,Phone,No Show,20,,,,No,No,
A0013707,CL011,P006401,C004289,EMP0254,2025-04-11,14:30,Vaccination,Phone,Completed,20,19,8,Routine/Healthy,No,No,3
A0013708,CL008,P004576,C003041,EMP0194,2025-05-01,11:30,Emergency,Online,Completed,60,62,25,Gastrointestinal Upset,No,No,
A0013709,CL012,P001681,C001120,EMP0285,2024-08-20,13:45,Wellness,Phone,Completed,30,36,10,Otitis Externa,No,Yes,5
A0013710,CL010,P002288,C001527,EMP0227,2024-06-04,14:00,Specialty Consult,Online,Cancelled,60,,,,No,No,
A0013711,CL009,P003193,C002118,EMP0198,2024-04-13,17:00,Follow-up,Mobile App,Completed,20,13,23,Routine/Healthy,Yes,No,3
A0013712,CL008,P001661,C001107,EMP0182,2025-06-04,10:30,Vaccination,In Person,Cancelled,20,,,,No,No,
A0013713,CL004,P004251,C002827,EMP0099,2024-02-22,17:45,Specialty Consult,Phone,Completed,60,59,29,Routine/Healthy,No,Yes,4
A0013714,CL007,P004408,C002930,EMP0157,2024-07-02,15:30,Follow-up,Mobile App,Completed,20,23,22,Routine/Healthy,No,No,5
A0013715,CL003,P008421,C005623,EMP0054,2024-09-03,16:00,Follow-up,Online,Completed,20,12,5,Trauma,No,No,5
A0013716,CL007,P004940,C003294,EMP0163,2024-04-17,14:30,Vaccination,Mobile App,No Show,20,,,,No,No,
A0013717,CL002,P004726,C003148,EMP0032,2025-05-19,14:30,Surgery,Online,Completed,150,109,23,Kidney Disease,No,No,5
A0013718,CL011,P011831,C007860,EMP0262,2025-06-02,08:30,Wellness,Online,Completed,30,35,26,Dental Disease,No,No,
A0013719,CL001,P012450,C008269,EMP0008,2024-11-21,09:45,Vaccination,Phone,Completed,20,16,17,Routine/Healthy,No,No,5
A0013720,CL010,P012177,C008086,EMP0226,2025-01-19,14:30,Sick Visit,Online,Completed,30,30,10,Lameness/Arthritis,No,No,5
A0013721,CL008,P001360,C000911,EMP0193,2025-11-21,10:00,Specialty Consult,In Person,Completed,60,36,7,Urinary Tract Disease,No,No,
A0013722,CL006,P005915,C003968,EMP0134,2024-08-14,15:30,Follow-up,Phone,Completed,20,23,35,Kidney Disease,No,No,5
A0013723,CL003,P009721,C006464,EMP0068,2024-07-02,09:30,Emergency,Mobile App,Completed,60,69,28,Routine/Healthy,No,Yes,5
A0013724,CL012,P011160,C007423,EMP0277,2025-08-09,10:15,Wellness,Mobile App,Completed,30,37,21,Gastrointestinal Upset,No,No,
A0013725,CL010,P004621,C003076,EMP0230,2025-01-29,10:15,Surgery,Phone,Completed,150,159,7,Otitis Externa,No,No,
A0013726,CL012,P012790,C008500,EMP0278,2025-08-15,14:15,Specialty Consult,Mobile App,Completed,60,65,25,Routine/Healthy,No,No,
A0013727,CL010,P010819,C007181,EMP0238,2025-02-01,13:15,Sick Visit,Online,Completed,30,35,2,Trauma,Yes,No,5
A0013728,CL007,P002897,C001926,EMP0165,2024-04-02,16:30,Emergency,Mobile App,Cancelled,60,,,,No,No,
A0013729,CL012,P010783,C007159,EMP0283,2024-09-11,12:30,Follow-up,Online,Completed,20,11,18,Other,No,No,4
A0013730,CL002,P003292,C002182,EMP0035,2024-03-25,10:30,Wellness,Mobile App,Completed,30,24,31,Mass/Neoplasia,No,No,5
A0013731,CL002,P005257,C003510,EMP0031,2024-04-27,11:30,Emergency,Online,Completed,60,66,31,Routine/Healthy,No,No,5
A0013732,CL012,P009548,C006346,EMP0291,2024-06-06,17:45,Wellness,Online,No Show,30,,,,No,No,
A0013733,CL008,P004319,C002878,EMP0175,2024-02-26,16:30,Surgery,In Person,No Show,150,,,,No,No,
A0013734,CL009,P005704,C003832,EMP0198,2025-01-27,17:00,Sick Visit,In Person,No Show,30,,,,No,No,
A0013735,CL007,P001457,C000981,EMP0165,2024-11-02,16:00,Wellness,Phone,Completed,30,22,23,Trauma,No,Yes,4
A0013736,CL007,P003661,C002427,EMP0157,2024-07-09,16:45,Vaccination,In Person,Completed,20,25,16,Dermatitis/Allergy,No,No,4
A0013737,CL011,P012767,C008483,EMP0250,2025-05-17,11:45,Sick Visit,In Person,Completed,30,17,13,Routine/Healthy,No,No,5
A0013738,CL006,P007243,C004844,EMP0131,2024-02-12,10:30,Emergency,In Person,Completed,60,87,31,Gastrointestinal Upset,Yes,Yes,4
A0013739,CL001,P006561,C004392,EMP0014,2024-11-21,16:45,Emergency,Phone,Cancelled,60,,,,No,No,
A0013740,CL004,P007632,C005085,EMP0080,2025-08-07,12:30,Sick Visit,Online,Completed,30,12,17,Upper Respiratory Infection,Yes,No,5
A0013741,CL003,P005110,C003414,EMP0070,2025-11-22,15:30,Dental,Mobile App,Completed,120,174,23,Routine/Healthy,No,No,5
A0013742,CL005,P011731,C007798,EMP0111,2024-04-13,17:30,Specialty Consult,In Person,Completed,60,79,14,Dermatitis/Allergy,No,No,4
A0013743,CL006,P005182,C003458,EMP0146,2024-04-20,11:15,Surgery,In Person,Completed,150,143,20,Dermatitis/Allergy,No,No,5
A0013744,CL011,P010601,C007036,EMP0256,2025-09-05,15:15,Emergency,Mobile App,Cancelled,60,,,,No,No,
A0013745,CL004,P000473,C000326,EMP0104,2025-10-22,15:15,Follow-up,Mobile App,Cancelled,20,,,,No,No,
A0013746,CL012,P010887,C007227,EMP0283,2025-05-22,14:15,Emergency,Mobile App,Completed,60,72,30,Routine/Healthy,No,No,5
A0013747,CL004,P009700,C006452,EMP0084,2024-12-24,09:45,Wellness,Online,No Show,30,,,,No,No,
A0013748,CL005,P005622,C003776,EMP0122,2025-07-29,14:30,Surgery,Online,Completed,150,104,0,Trauma,No,No,4
A0013749,CL001,P003326,C002207,EMP0008,2025-06-05,11:00,Emergency,Phone,Completed,60,89,32,Routine/Healthy,Yes,No,4
A0013750,CL001,P003212,C002130,EMP0008,2025-08-12,14:15,Surgery,Phone,Completed,150,130,17,Diabetes,No,No,
A0013751,CL002,P004353,C002902,EMP0037,2025-12-03,10:00,Wellness,Mobile App,Completed,30,34,7,Mass/Neoplasia,No,No,5
A0013752,CL009,P000109,C000074,EMP0210,2024-03-01,08:00,Wellness,Mobile App,Completed,30,20,7,Trauma,No,No,1
A0013753,CL011,P005467,C003666,EMP0263,2025-07-19,17:30,Sick Visit,Phone,Cancelled,30,,,,Yes,No,
A0013754,CL006,P000312,C000216,EMP0135,2024-05-07,09:15,Wellness,Online,Cancelled,30,,,,No,No,
A0013755,CL006,P000673,C000457,EMP0146,2024-01-04,17:45,Surgery,In Person,Cancelled,150,,,,No,No,
A0013756,CL002,P006425,C004302,EMP0032,2024-08-23,15:45,Sick Visit,Phone,Cancelled,30,,,,No,No,
A0013757,CL001,P006837,C004576,EMP0020,2025-10-16,13:00,Sick Visit,In Person,Completed,30,28,8,Routine/Healthy,No,No,5
A0013758,CL008,P008337,C005565,EMP0193,2024-09-07,12:15,Surgery,In Person,Cancelled,150,,,,No,No,
A0013759,CL001,P000147,C000100,EMP0026,2025-11-03,15:45,Vaccination,Online,No Show,20,,,,Yes,No,
A0013760,CL009,P001615,C001076,EMP0205,2024-07-18,14:00,Vaccination,Mobile App,Completed,20,17,18,Routine/Healthy,Yes,No,4
A0013761,CL012,P006470,C004332,EMP0291,2025-01-20,15:30,Sick Visit,Phone,Cancelled,30,,,,No,No,
A0013762,CL008,P010288,C006833,EMP0195,2025-12-19,11:45,Dental,Phone,Cancelled,120,,,,No,No,
A0013763,CL010,P007035,C004705,EMP0226,2024-12-20,17:15,Dental,Phone,Completed,120,118,0,Routine/Healthy,No,No,
A0013764,CL009,P007917,C005277,EMP0203,2024-08-11,08:00,Wellness,Mobile App,Completed,30,39,7,Urinary Tract Disease,No,No,5
A0013765,CL011,P010787,C007162,EMP0256,2025-06-29,14:15,Sick Visit,Online,Completed,30,31,16,Dermatitis/Allergy,Yes,No,2
A0013766,CL005,P011167,C007427,EMP0122,2025-11-22,14:15,Sick Visit,Phone,Completed,30,30,10,Kidney Disease,No,No,5
A0013767,CL002,P003040,C002020,EMP0037,2025-08-21,16:45,Wellness,Mobile App,Completed,30,26,0,Dermatitis/Allergy,Yes,No,5
A0013768,CL007,P008104,C005404,EMP0162,2024-03-15,14:45,Follow-up,Mobile App,Completed,20,16,17,Routine/Healthy,No,No,5
A0013769,CL011,P009280,C006169,EMP0250,2024-11-26,09:45,Surgery,In Person,Completed,150,123,0,Routine/Healthy,No,No,5
A0013770,CL011,P004652,C003097,EMP0262,2025-10-24,14:30,Follow-up,In Person,Completed,20,13,37,Dental Disease,No,No,4
A0013771,CL003,P001914,C001275,EMP0070,2024-12-31,08:45,Follow-up,Phone,Completed,20,10,16,Otitis Externa,No,No,5
A0013772,CL002,P004254,C002829,EMP0041,2025-03-28,14:15,Wellness,In Person,Completed,30,17,13,Routine/Healthy,No,No,
A0013773,CL002,P000153,C000104,EMP0032,2024-01-26,18:00,Specialty Consult,Mobile App,Completed,60,49,17,Upper Respiratory Infection,No,No,4
A0013774,CL011,P011593,C007701,EMP0255,2025-08-28,09:45,Emergency,In Person,Cancelled,60,,,,No,No,
A0013775,CL011,P003516,C002333,EMP0251,2024-09-27,09:15,Sick Visit,Online,Completed,30,27,36,Routine/Healthy,No,No,2
A0013776,CL011,P011491,C007636,EMP0256,2024-04-06,13:30,Vaccination,Phone,Completed,20,22,0,Otitis Externa,No,Yes,3
A0013777,CL002,P012145,C008061,EMP0035,2025-01-20,11:00,Wellness,In Person,No Show,30,,,,No,No,
A0013778,CL012,P001478,C000991,EMP0278,2024-07-31,16:30,Sick Visit,Mobile App,Completed,30,25,6,Other,No,Yes,5
A0013779,CL009,P008702,C005793,EMP0206,2025-10-10,12:30,Wellness,Phone,Completed,30,29,11,Gastrointestinal Upset,No,No,
A0013780,CL003,P002924,C001945,EMP0070,2025-08-01,08:45,Vaccination,Phone,Completed,20,23,17,Trauma,Yes,Yes,5
