InvoiceID,AppointmentID,ClinicID,ClientID,PetID,InvoiceDate,Subtotal,TaxAmount,TotalAmount,AmountPaid,BalanceDue,PaymentStatus,PaymentMethod,InsuranceClaim
INV0011404,A0017042,CL011,C006686,P010052,2025-10-14,29.93,2.1,32.03,32.03,0.0,Paid,Debit Card,No
INV0011405,A0017043,CL001,C004580,P006843,2025-05-24,147.18,10.3,157.48,157.48,0.0,Paid,Pet Insurance,Yes
INV0011406,A0017044,CL009,C006682,P010046,2024-09-08,199.01,0.0,199.01,199.01,0.0,Paid,Online Payment,No
INV0011407,A0017045,CL004,C005768,P008666,2024-03-26,347.8,0.0,347.8,347.8,0.0,Paid,CareCredit,No
INV0011408,A0017046,CL010,C002394,P003609,2025-12-17,289.15,20.24,309.39,309.39,0.0,Paid,Credit Card,No
INV0011409,A0017047,CL003,C001813,P002728,2024-04-09,295.42,20.68,316.1,316.1,0.0,Paid,Debit Card,No
INV0011410,A0017048,CL003,C007164,P010790,2024-04-01,341.17,0.0,341.17,341.17,0.0,Paid,Online Payment,No
INV0011411,A0017049,CL008,C007400,P011123,2024-07-15,468.13,0.0,468.13,468.13,0.0,Paid,Online Payment,No
INV0011412,A0017050,CL004,C002350,P003541,2024-12-04,40.23,2.82,43.05,43.05,0.0,Paid,Pet Insurance,No
INV0011413,A0017051,CL002,C005091,P007640,2024-02-08,1043.19,0.0,1043.19,1043.19,0.0,Paid,Pet Insurance,Yes
INV0011414,A0017053,CL005,C001136,P001709,2024-07-02,1062.36,0.0,1062.36,1062.36,0.0,Paid,Pet Insurance,Yes
INV0011415,A0017054,CL002,C007651,P011512,2024-10-08,183.56,12.85,196.41,196.41,0.0,Paid,CareCredit,No
INV0011416,A0017056,CL010,C005436,P008154,2025-02-23,204.08,0.0,204.08,204.08,0.0,Paid,Credit Card,No
INV0011417,A0017057,CL006,C006785,P010202,2025-09-04,330.39,0.0,330.39,330.39,0.0,Paid,Cash,No
INV0011418,A0017058,CL006,C003825,P005692,2025-05-05,193.02,0.0,193.02,193.02,0.0,Paid,Debit Card,No
INV0011419,A0017059,CL003,C008144,P012264,2024-02-12,271.08,0.0,271.08,271.08,0.0,Paid,Online Payment,No
INV0011420,A0017060,CL002,C002456,P003713,2024-06-04,270.98,0.0,270.98,270.98,0.0,Paid,Cash,No
INV0011421,A0017064,CL002,C006980,P010515,2024-12-11,781.44,0.0,781.44,781.44,0.0,Paid,Credit Card,No
INV0011422,A0017065,CL012,C007832,P011787,2025-05-15,66.07,4.62,70.69,70.69,0.0,Paid,CareCredit,No
INV0011423,A0017070,CL009,C000033,P000049,2025-09-11,193.87,0.0,193.87,103.85,90.02,Partially Paid,Cash,No
INV0011424,A0017071,CL012,C001058,P001580,2025-06-06,89.98,0.0,89.98,89.98,0.0,Paid,Online Payment,No
INV0011425,A0017073,CL011,C002981,P004492,2024-05-03,299.75,0.0,299.75,0,299.75,Unpaid,,No
INV0011426,A0017074,CL009,C005044,P007565,2025-07-03,133.6,0.0,133.6,133.6,0.0,Paid,Pet Insurance,Yes
INV0011427,A0017075,CL012,C006278,P009440,2024-06-18,1223.25,0.0,1223.25,1223.25,0.0,Paid,Debit Card,No
INV0011428,A0017077,CL007,C007996,P012037,2024-11-14,222.0,0.0,222.0,222.0,0.0,Paid,CareCredit,No
INV0011429,A0017078,CL009,C005041,P007557,2024-07-11,679.88,0.0,679.88,679.88,0.0,Paid,Credit Card,No
INV0011430,A0017080,CL006,C003849,P005735,2024-11-29,115.87,0.0,115.87,115.87,0.0,Paid,Online Payment,No
INV0011431,A0017082,CL009,C001545,P002316,2025-08-22,1145.82,0.0,1145.82,1145.82,0.0,Paid,Cash,No
INV0011432,A0017083,CL009,C003838,P005716,2025-08-30,420.84,0.0,420.84,420.84,0.0,Paid,Debit Card,No
INV0011433,A0017087,CL002,C003200,P004803,2025-06-13,67.37,0.0,67.37,0,67.37,Written Off,,No
INV0011434,A0017090,CL007,C007513,P011298,2024-04-09,156.74,10.97,167.71,167.71,0.0,Paid,Credit Card,No
INV0011435,A0017091,CL011,C005836,P008773,2025-09-24,381.76,26.72,408.48,408.48,0.0,Paid,CareCredit,No
INV0011436,A0017092,CL011,C002200,P003318,2025-05-12,371.47,0.0,371.47,371.47,0.0,Paid,Cash,No
INV0011437,A0017095,CL002,C006114,P009201,2025-07-31,94.53,0.0,94.53,94.53,0.0,Paid,CareCredit,No
INV0011438,A0017096,CL002,C005956,P008960,2024-01-19,444.64,0.0,444.64,444.64,0.0,Paid,Pet Insurance,No
INV0011439,A0017099,CL005,C001136,P001707,2024-06-24,835.2,0.0,835.2,835.2,0.0,Paid,Online Payment,No
INV0011440,A0017103,CL006,C000498,P000740,2024-03-15,924.24,64.7,988.94,988.94,0.0,Paid,Pet Insurance,No
INV0011441,A0017108,CL011,C006286,P009451,2024-02-15,191.52,13.41,204.93,204.93,0.0,Paid,Pet Insurance,Yes
INV0011442,A0017109,CL009,C006432,P009677,2024-12-25,216.94,0.0,216.94,216.94,0.0,Paid,Debit Card,No
INV0011443,A0017110,CL011,C000182,P000263,2024-02-16,231.26,0.0,231.26,231.26,0.0,Paid,Cash,No
INV0011444,A0017111,CL011,C007447,P011202,2025-06-11,156.9,10.98,167.88,167.88,0.0,Paid,CareCredit,No
INV0011445,A0017112,CL005,C003611,P005394,2025-08-05,526.61,0.0,526.61,526.61,0.0,Paid,Cash,No
INV0011446,A0017116,CL003,C002695,P004068,2024-09-26,216.28,0.0,216.28,216.28,0.0,Paid,Debit Card,No
INV0011447,A0017120,CL009,C004655,P006955,2025-03-22,40.89,0.0,40.89,40.89,0.0,Paid,Cash,No
INV0011448,A0017123,CL007,C004001,P005964,2025-11-02,262.86,0.0,262.86,262.86,0.0,Paid,Pet Insurance,No
INV0011449,A0017125,CL008,C000095,P000139,2025-11-02,149.64,0.0,149.64,149.64,0.0,Paid,Pet Insurance,No
INV0011450,A0017126,CL008,C007224,P010883,2024-04-20,192.62,0.0,192.62,192.62,0.0,Paid,Cash,No
INV0011451,A0017128,CL009,C005423,P008131,2025-09-09,1138.87,79.72,1218.59,1218.59,0.0,Paid,Cash,No
INV0011452,A0017129,CL008,C005180,P007780,2025-12-19,79.93,0.0,79.93,79.93,0.0,Paid,Debit Card,No
INV0011453,A0017132,CL008,C005674,P008504,2024-08-09,262.12,0.0,262.12,262.12,0.0,Paid,Debit Card,No
INV0011454,A0017133,CL011,C003444,P005159,2025-07-15,978.47,68.49,1046.96,1046.96,0.0,Paid,Cash,No
INV0011455,A0017135,CL008,C001791,P002699,2024-04-20,571.1,0.0,571.1,361.1,210.0,Partially Paid,Credit Card,No
INV0011456,A0017136,CL012,C006062,P009121,2024-08-31,189.19,0.0,189.19,189.19,0.0,Paid,Cash,No
INV0011457,A0017137,CL008,C002138,P003224,2024-03-09,213.21,0.0,213.21,213.21,0.0,Paid,Credit Card,No
INV0011458,A0017138,CL010,C004015,P005988,2024-10-10,158.31,0.0,158.31,158.31,0.0,Paid,Online Payment,No
INV0011459,A0017140,CL008,C002010,P003022,2025-06-16,160.07,11.2,171.27,171.27,0.0,Paid,Cash,No
INV0011460,A0017141,CL003,C000889,P001333,2024-06-29,157.88,0.0,157.88,157.88,0.0,Paid,Debit Card,No
INV0011461,A0017144,CL012,C003638,P005427,2025-05-19,488.7,0.0,488.7,488.7,0.0,Paid,Credit Card,No
INV0011462,A0017145,CL004,C007724,P011625,2024-12-16,165.87,11.61,177.48,177.48,0.0,Paid,Credit Card,No
INV0011463,A0017147,CL003,C005140,P007722,2024-01-28,338.99,0.0,338.99,338.99,0.0,Paid,Credit Card,No
INV0011464,A0017148,CL011,C005047,P007568,2024-05-20,171.39,0.0,171.39,171.39,0.0,Paid,CareCredit,No
INV0011465,A0017149,CL006,C007300,P010985,2025-11-25,658.36,46.09,704.45,704.45,0.0,Paid,Pet Insurance,No
INV0011466,A0017150,CL005,C003773,P005617,2025-12-27,456.78,0.0,456.78,456.78,0.0,Paid,CareCredit,No
INV0011467,A0017152,CL009,C008411,P012653,2024-07-03,208.35,0.0,208.35,208.35,0.0,Paid,Credit Card,No
INV0011468,A0017153,CL008,C004901,P007329,2024-11-11,864.84,0.0,864.84,864.84,0.0,Paid,Online Payment,No
INV0011469,A0017154,CL012,C004835,P007232,2024-04-26,41.38,2.9,44.28,44.28,0.0,Paid,Cash,No
INV0011470,A0017156,CL006,C005079,P007624,2025-06-11,128.43,0.0,128.43,128.43,0.0,Paid,Online Payment,No
INV0011471,A0017157,CL004,C000971,P001444,2025-04-21,305.66,0.0,305.66,305.66,0.0,Paid,Online Payment,No
INV0011472,A0017158,CL003,C005658,P008477,2025-10-11,1645.15,0.0,1645.15,1645.15,0.0,Paid,Online Payment,No
INV0011473,A0017160,CL002,C000838,P001254,2025-07-02,205.66,14.4,220.06,220.06,0.0,Paid,Pet Insurance,Yes
INV0011474,A0017161,CL005,C000603,P000881,2025-04-16,306.27,0.0,306.27,306.27,0.0,Paid,Pet Insurance,Yes
INV0011475,A0017162,CL012,C002549,P003854,2024-10-23,316.91,0.0,316.91,316.91,0.0,Paid,Online Payment,No
INV0011476,A0017163,CL004,C002946,P004437,2025-11-17,189.59,0.0,189.59,189.59,0.0,Paid,Online Payment,No
INV0011477,A0017164,CL010,C001514,P002264,2024-04-12,569.18,39.84,609.02,609.02,0.0,Paid,Pet Insurance,Yes
INV0011478,A0017167,CL005,C002122,P003200,2024-11-22,180.82,0.0,180.82,180.82,0.0,Paid,Credit Card,No
INV0011479,A0017169,CL011,C002517,P003810,2024-11-08,722.86,0.0,722.86,722.86,0.0,Paid,Credit Card,No
INV0011480,A0017170,CL006,C001575,P002358,2025-03-17,121.84,0.0,121.84,0,121.84,Unpaid,,No
INV0011481,A0017173,CL006,C006594,P009914,2025-06-30,99.12,6.94,106.06,0,106.06,Unpaid,,No
INV0011482,A0017174,CL001,C003844,P005729,2025-06-02,143.75,10.06,153.81,153.81,0.0,Paid,Credit Card,No
INV0011483,A0017175,CL006,C006473,P009734,2024-05-10,238.06,0.0,238.06,238.06,0.0,Paid,Online Payment,No
INV0011484,A0017177,CL003,C002361,P003561,2024-07-20,585.98,0.0,585.98,585.98,0.0,Paid,CareCredit,No
INV0011485,A0017178,CL007,C002572,P003890,2024-06-29,801.87,56.13,858.0,858.0,0.0,Paid,Credit Card,No
INV0011486,A0017179,CL012,C001120,P001682,2025-12-19,883.95,61.88,945.83,945.83,0.0,Paid,Pet Insurance,Yes
INV0011487,A0017180,CL009,C007736,P011643,2025-05-23,419.47,29.36,448.83,448.83,0.0,Paid,CareCredit,No
INV0011488,A0017181,CL007,C007885,P011866,2024-07-01,75.13,5.26,80.39,80.39,0.0,Paid,Credit Card,No
INV0011489,A0017182,CL011,C002971,P004476,2025-03-12,689.37,0.0,689.37,689.37,0.0,Paid,Credit Card,No
INV0011490,A0017183,CL003,C001995,P003001,2024-05-03,111.1,0.0,111.1,111.1,0.0,Paid,CareCredit,No
INV0011491,A0017184,CL001,C005166,P007758,2024-04-09,90.55,0.0,90.55,90.55,0.0,Paid,Pet Insurance,Yes
INV0011492,A0017185,CL004,C005909,P008889,2025-05-19,764.03,0.0,764.03,764.03,0.0,Paid,Pet Insurance,No
INV0011493,A0017187,CL011,C000056,P000086,2025-11-19,360.54,0.0,360.54,360.54,0.0,Paid,CareCredit,No
INV0011494,A0017188,CL002,C002183,P003293,2025-03-12,485.84,34.01,519.85,519.85,0.0,Paid,Cash,No
INV0011495,A0017189,CL007,C008101,P012201,2024-10-22,1040.37,72.83,1113.2,1113.2,0.0,Paid,Cash,No
INV0011496,A0017190,CL006,C001343,P002011,2025-03-22,139.87,0.0,139.87,139.87,0.0,Paid,Credit Card,No
INV0011497,A0017191,CL002,C007237,P010901,2025-03-12,286.69,0.0,286.69,286.69,0.0,Paid,Pet Insurance,No
INV0011498,A0017193,CL009,C001321,P001977,2025-04-15,577.97,0.0,577.97,577.97,0.0,Paid,Cash,No
INV0011499,A0017194,CL001,C002958,P004459,2024-07-08,567.57,39.73,607.3,607.3,0.0,Paid,Debit Card,No
INV0011500,A0017196,CL010,C007446,P011200,2024-05-18,72.58,0.0,72.58,72.58,0.0,Paid,Online Payment,No
INV0011501,A0017197,CL008,C004883,P007303,2025-02-10,284.14,19.89,304.03,304.03,0.0,Paid,CareCredit,No
INV0011502,A0017199,CL002,C003379,P005056,2024-05-27,74.73,0.0,74.73,0,74.73,Unpaid,,No
INV0011503,A0017200,CL008,C005687,P008524,2025-09-18,36.95,0.0,36.95,36.95,0.0,Paid,Credit Card,No
INV0011504,A0017201,CL008,C003247,P004877,2024-04-29,160.74,0.0,160.74,160.74,0.0,Paid,Debit Card,No
INV0011505,A0017202,CL012,C004902,P007332,2024-07-05,342.92,0.0,342.92,342.92,0.0,Paid,CareCredit,No
INV0011506,A0017203,CL001,C005166,P007759,2024-12-14,1428.38,0.0,1428.38,1428.38,0.0,Paid,Credit Card,No
INV0011507,A0017205,CL006,C001664,P002506,2025-09-08,262.86,0.0,262.86,0,262.86,Unpaid,,No
INV0011508,A0017206,CL009,C002391,P003605,2024-10-11,254.89,0.0,254.89,254.89,0.0,Paid,CareCredit,No
INV0011509,A0017207,CL011,C002402,P003619,2024-04-25,710.14,0.0,710.14,710.14,0.0,Paid,CareCredit,No
INV0011510,A0017208,CL012,C003736,P005564,2025-09-04,112.44,0.0,112.44,112.44,0.0,Paid,Cash,No
INV0011511,A0017209,CL005,C008195,P012347,2025-08-13,376.98,0.0,376.98,376.98,0.0,Paid,Cash,No
INV0011512,A0017210,CL003,C005319,P007978,2024-03-05,63.32,0.0,63.32,63.32,0.0,Paid,Cash,No
INV0011513,A0017211,CL009,C002021,P003042,2025-12-16,54.03,0.0,54.03,54.03,0.0,Paid,Online Payment,No
INV0011514,A0017213,CL007,C003259,P004891,2024-12-25,655.94,45.92,701.86,701.86,0.0,Paid,Debit Card,No
INV0011515,A0017214,CL006,C001935,P002907,2024-05-04,279.63,0.0,279.63,279.63,0.0,Paid,Credit Card,No
INV0011516,A0017216,CL010,C000045,P000066,2024-01-10,206.82,14.48,221.3,221.3,0.0,Paid,Cash,No
INV0011517,A0017217,CL006,C002907,P004361,2025-10-30,251.13,0.0,251.13,251.13,0.0,Paid,Debit Card,No
INV0011518,A0017218,CL001,C003747,P005583,2024-10-12,140.45,0.0,140.45,140.45,0.0,Paid,Debit Card,No
INV0011519,A0017220,CL007,C001271,P001908,2024-07-18,262.08,0.0,262.08,262.08,0.0,Paid,Online Payment,No
INV0011520,A0017222,CL008,C006664,P010017,2024-09-28,318.01,22.26,340.27,340.27,0.0,Paid,Pet Insurance,Yes
INV0011521,A0017223,CL008,C002006,P003016,2024-02-28,193.02,13.51,206.53,206.53,0.0,Paid,Pet Insurance,Yes
INV0011522,A0017224,CL003,C008166,P012295,2024-07-19,405.39,28.38,433.77,433.77,0.0,Paid,Debit Card,No
INV0011523,A0017225,CL005,C001987,P002985,2025-11-07,454.16,0.0,454.16,454.16,0.0,Paid,Debit Card,No
INV0011524,A0017227,CL004,C007532,P011321,2024-05-22,99.27,6.95,106.22,106.22,0.0,Paid,Pet Insurance,No
INV0011525,A0017228,CL011,C002834,P004260,2024-11-15,86.9,0.0,86.9,86.9,0.0,Paid,Online Payment,No
INV0011526,A0017232,CL006,C008472,P012754,2024-09-26,343.85,0.0,343.85,343.85,0.0,Paid,Credit Card,No
INV0011527,A0017233,CL010,C000726,P001074,2025-04-24,866.06,0.0,866.06,866.06,0.0,Paid,CareCredit,No
INV0011528,A0017234,CL001,C004260,P006354,2024-07-08,308.93,21.63,330.56,330.56,0.0,Paid,Cash,No
INV0011529,A0017235,CL004,C003005,P004529,2024-06-26,580.11,0.0,580.11,580.11,0.0,Paid,Credit Card,No
INV0011530,A0017238,CL008,C007405,P011129,2025-01-23,340.11,23.81,363.92,363.92,0.0,Paid,Online Payment,No
INV0011531,A0017239,CL010,C001814,P002730,2024-07-27,716.45,50.15,766.6,766.6,0.0,Paid,CareCredit,No
INV0011532,A0017241,CL005,C004513,P006749,2024-11-08,636.96,0.0,636.96,636.96,0.0,Paid,Pet Insurance,Yes
INV0011533,A0017242,CL012,C005502,P008245,2024-04-10,253.62,0.0,253.62,253.62,0.0,Paid,Cash,No
INV0011534,A0017243,CL003,C004982,P007463,2025-04-05,34.98,2.45,37.43,37.43,0.0,Paid,Pet Insurance,Yes
INV0011535,A0017244,CL012,C006525,P009813,2025-03-29,181.08,0.0,181.08,181.08,0.0,Paid,CareCredit,No
INV0011536,A0017245,CL010,C008096,P012194,2024-05-03,471.37,0.0,471.37,471.37,0.0,Paid,CareCredit,No
INV0011537,A0017246,CL010,C005627,P008427,2025-11-25,244.9,0.0,244.9,244.9,0.0,Paid,Pet Insurance,No
INV0011538,A0017249,CL002,C008310,P012511,2024-07-11,244.61,0.0,244.61,244.61,0.0,Paid,Pet Insurance,No
INV0011539,A0017252,CL010,C007906,P011899,2025-07-15,214.53,0.0,214.53,214.53,0.0,Paid,Cash,No
INV0011540,A0017253,CL007,C006187,P009306,2025-02-14,189.54,0.0,189.54,189.54,0.0,Paid,CareCredit,No
INV0011541,A0017254,CL010,C001868,P002805,2025-12-31,565.8,39.61,605.41,605.41,0.0,Paid,Debit Card,No
INV0011542,A0017255,CL011,C002201,P003320,2024-04-28,143.92,0.0,143.92,143.92,0.0,Paid,Credit Card,No
INV0011543,A0017256,CL011,C002095,P003155,2024-08-24,759.51,0.0,759.51,759.51,0.0,Paid,Online Payment,No
INV0011544,A0017257,CL006,C001152,P001736,2025-06-18,114.22,8.0,122.22,0,122.22,Written Off,,No
INV0011545,A0017259,CL006,C003830,P005701,2025-01-24,69.66,0.0,69.66,69.66,0.0,Paid,CareCredit,No
INV0011546,A0017260,CL002,C001517,P002270,2024-08-10,162.49,0.0,162.49,162.49,0.0,Paid,Cash,No
INV0011547,A0017261,CL009,C008495,P012781,2025-05-01,232.25,0.0,232.25,0,232.25,Unpaid,,No
INV0011548,A0017262,CL002,C005011,P007508,2024-12-07,101.63,0.0,101.63,101.63,0.0,Paid,Online Payment,No
INV0011549,A0017263,CL001,C004228,P006302,2025-12-11,262.26,0.0,262.26,262.26,0.0,Paid,Online Payment,No
INV0011550,A0017265,CL011,C000600,P000877,2024-12-27,238.42,0.0,238.42,0,238.42,Unpaid,,No
INV0011551,A0017266,CL009,C005274,P007912,2024-10-07,79.99,5.6,85.59,85.59,0.0,Paid,CareCredit,No
INV0011552,A0017267,CL010,C005962,P008968,2024-12-17,483.0,0.0,483.0,483.0,0.0,Paid,Cash,No
INV0011553,A0017269,CL003,C004177,P006222,2025-01-10,952.4,0.0,952.4,952.4,0.0,Paid,Cash,No
INV0011554,A0017270,CL004,C005760,P008652,2025-03-27,175.13,0.0,175.13,175.13,0.0,Paid,Online Payment,No
INV0011555,A0017272,CL008,C005390,P008079,2024-09-11,138.87,0.0,138.87,138.87,0.0,Paid,Online Payment,No
INV0011556,A0017273,CL001,C007533,P011322,2024-01-17,354.44,0.0,354.44,354.44,0.0,Paid,Online Payment,No
INV0011557,A0017274,CL001,C007240,P010905,2025-03-11,727.7,0.0,727.7,727.7,0.0,Paid,Credit Card,No
INV0011558,A0017277,CL008,C003147,P004725,2025-01-04,208.88,0.0,208.88,208.88,0.0,Paid,Online Payment,No
INV0011559,A0017280,CL007,C003495,P005237,2024-03-01,222.82,0.0,222.82,222.82,0.0,Paid,Credit Card,No
INV0011560,A0017281,CL006,C003855,P005743,2025-01-31,152.51,0.0,152.51,152.51,0.0,Paid,CareCredit,No
INV0011561,A0017283,CL008,C006775,P010186,2025-11-19,285.62,0.0,285.62,285.62,0.0,Paid,Debit Card,No
INV0011562,A0017284,CL011,C007536,P011326,2025-04-18,86.3,0.0,86.3,86.3,0.0,Paid,Debit Card,No
INV0011563,A0017286,CL001,C007218,P010875,2025-06-11,1363.5,0.0,1363.5,1363.5,0.0,Paid,Credit Card,No
INV0011564,A0017288,CL010,C000769,P001149,2024-04-20,1445.62,0.0,1445.62,1445.62,0.0,Paid,Pet Insurance,Yes
INV0011565,A0017289,CL008,C007055,P010632,2024-05-06,891.26,62.39,953.65,953.65,0.0,Paid,Credit Card,No
INV0011566,A0017290,CL006,C002430,P003664,2024-08-12,318.36,0.0,318.36,318.36,0.0,Paid,CareCredit,No
INV0011567,A0017291,CL011,C004188,P006239,2025-11-17,330.17,23.11,353.28,353.28,0.0,Paid,Cash,No
INV0011568,A0017292,CL007,C008450,P012719,2024-02-19,224.57,0.0,224.57,224.57,0.0,Paid,Pet Insurance,No
INV0011569,A0017294,CL010,C003498,P005241,2024-07-17,181.3,0.0,181.3,181.3,0.0,Paid,CareCredit,No
INV0011570,A0017296,CL006,C003177,P004767,2025-05-14,136.27,9.54,145.81,145.81,0.0,Paid,Credit Card,No
INV0011571,A0017298,CL008,C001107,P001660,2024-01-27,721.16,0.0,721.16,721.16,0.0,Paid,Debit Card,No
INV0011572,A0017299,CL010,C004411,P006591,2024-06-28,757.1,53.0,810.1,810.1,0.0,Paid,Debit Card,No
INV0011573,A0017301,CL002,C002926,P004399,2024-02-24,240.06,16.8,256.86,256.86,0.0,Paid,Debit Card,No
INV0011574,A0017303,CL005,C002672,P004032,2024-11-30,130.63,0.0,130.63,130.63,0.0,Paid,Debit Card,No
INV0011575,A0017304,CL006,C005663,P008489,2024-09-09,241.97,0.0,241.97,241.97,0.0,Paid,Cash,No
INV0011576,A0017306,CL007,C005954,P008956,2025-12-31,1213.55,0.0,1213.55,1213.55,0.0,Paid,Cash,No
INV0011577,A0017307,CL001,C007554,P011355,2025-12-19,337.92,0.0,337.92,337.92,0.0,Paid,Debit Card,No
INV0011578,A0017308,CL004,C003151,P004732,2025-08-25,314.42,0.0,314.42,314.42,0.0,Paid,Credit Card,No
INV0011579,A0017309,CL007,C006367,P009578,2025-04-14,489.57,0.0,489.57,489.57,0.0,Paid,CareCredit,No
INV0011580,A0017310,CL012,C004422,P006605,2025-04-27,123.29,0.0,123.29,123.29,0.0,Paid,CareCredit,No
INV0011581,A0017312,CL010,C006244,P009390,2025-12-30,77.9,0.0,77.9,20.91,56.99,Partially Paid,Pet Insurance,Yes
INV0011582,A0017313,CL002,C007282,P010961,2025-12-25,333.8,0.0,333.8,333.8,0.0,Paid,CareCredit,No
INV0011583,A0017316,CL010,C001646,P002472,2024-08-22,154.11,0.0,154.11,154.11,0.0,Paid,Online Payment,No
INV0011584,A0017318,CL004,C000543,P000797,2024-12-20,910.19,63.71,973.9,973.9,0.0,Paid,Online Payment,No
INV0011585,A0017319,CL012,C008408,P012647,2025-08-06,311.97,0.0,311.97,311.97,0.0,Paid,CareCredit,No
INV0011586,A0017321,CL008,C003275,P004911,2024-09-12,486.94,0.0,486.94,486.94,0.0,Paid,CareCredit,No
INV0011587,A0017322,CL002,C002621,P003958,2024-05-18,343.37,24.04,367.41,367.41,0.0,Paid,Online Payment,No
INV0011588,A0017323,CL001,C000850,P001275,2024-11-02,43.69,3.06,46.75,46.75,0.0,Paid,Online Payment,No
INV0011589,A0017324,CL006,C001241,P001863,2024-10-29,34.93,0.0,34.93,34.93,0.0,Paid,CareCredit,No
INV0011590,A0017328,CL008,C006276,P009437,2024-08-16,1560.86,0.0,1560.86,1560.86,0.0,Paid,Cash,No
INV0011591,A0017329,CL001,C005698,P008546,2024-01-08,106.16,0.0,106.16,106.16,0.0,Paid,Pet Insurance,No
INV0011592,A0017330,CL010,C006234,P009370,2025-06-24,93.3,0.0,93.3,93.3,0.0,Paid,Debit Card,No
INV0011593,A0017331,CL007,C007073,P010659,2025-11-21,343.36,24.04,367.4,367.4,0.0,Paid,Pet Insurance,Yes
INV0011594,A0017335,CL007,C001566,P002342,2024-05-27,396.92,0.0,396.92,396.92,0.0,Paid,Cash,No
INV0011595,A0017336,CL010,C005986,P009003,2025-02-23,1379.2,0.0,1379.2,1379.2,0.0,Paid,Online Payment,No
INV0011596,A0017337,CL005,C007492,P011268,2024-07-01,94.89,0.0,94.89,94.89,0.0,Paid,CareCredit,No
INV0011597,A0017338,CL005,C002229,P003360,2025-02-13,82.35,5.76,88.11,88.11,0.0,Paid,Cash,No
INV0011598,A0017342,CL009,C005403,P008102,2024-12-21,40.4,0.0,40.4,40.4,0.0,Paid,Pet Insurance,No
INV0011599,A0017346,CL003,C006363,P009570,2024-04-02,186.48,0.0,186.48,186.48,0.0,Paid,Debit Card,No
INV0011600,A0017347,CL001,C007035,P010600,2024-02-29,726.23,50.84,777.07,777.07,0.0,Paid,Debit Card,No
INV0011601,A0017348,CL004,C002008,P003020,2024-07-05,654.13,45.79,699.92,699.92,0.0,Paid,Online Payment,No
INV0011602,A0017349,CL012,C007033,P010597,2024-02-20,130.45,9.13,139.58,139.58,0.0,Paid,Online Payment,No
INV0011603,A0017350,CL011,C002877,P004316,2024-08-16,1418.31,0.0,1418.31,1418.31,0.0,Paid,Debit Card,No
INV0011604,A0017351,CL007,C006396,P009622,2024-07-23,396.87,27.78,424.65,424.65,0.0,Paid,Debit Card,No
INV0011605,A0017352,CL011,C001831,P002757,2024-11-15,192.94,0.0,192.94,192.94,0.0,Paid,Online Payment,No
INV0011606,A0017353,CL007,C002947,P004439,2025-01-16,152.21,0.0,152.21,152.21,0.0,Paid,Debit Card,No
INV0011607,A0017354,CL006,C002363,P003565,2025-08-02,432.43,0.0,432.43,432.43,0.0,Paid,Credit Card,No
INV0011608,A0017355,CL012,C007023,P010584,2025-09-30,85.64,5.99,91.63,91.63,0.0,Paid,Credit Card,No
INV0011609,A0017357,CL009,C008120,P012228,2025-09-27,80.74,0.0,80.74,0,80.74,Unpaid,,No
INV0011610,A0017359,CL006,C002637,P003983,2024-07-27,569.67,0.0,569.67,569.67,0.0,Paid,Debit Card,No
INV0011611,A0017360,CL010,C008280,P012465,2024-11-06,176.75,12.37,189.12,0,189.12,Written Off,,No
INV0011612,A0017362,CL011,C005574,P008351,2025-01-21,114.95,0.0,114.95,114.95,0.0,Paid,Cash,No
INV0011613,A0017363,CL008,C003311,P004965,2025-06-26,288.2,20.17,308.37,308.37,0.0,Paid,Credit Card,No
INV0011614,A0017364,CL008,C000307,P000440,2025-11-10,314.87,22.04,336.91,336.91,0.0,Paid,Cash,No
INV0011615,A0017368,CL008,C007581,P011399,2025-10-22,272.93,0.0,272.93,272.93,0.0,Paid,Cash,No
INV0011616,A0017370,CL010,C000719,P001063,2025-01-21,320.92,22.46,343.38,343.38,0.0,Paid,Cash,No
INV0011617,A0017371,CL008,C008314,P012515,2024-01-03,990.38,0.0,990.38,990.38,0.0,Paid,Credit Card,No
INV0011618,A0017373,CL004,C006055,P009109,2025-07-01,24.04,1.68,25.72,25.72,0.0,Paid,Online Payment,No
INV0011619,A0017374,CL007,C008337,P012548,2024-10-19,182.67,0.0,182.67,182.67,0.0,Paid,Online Payment,No
INV0011620,A0017376,CL009,C007585,P011405,2025-02-07,979.31,0.0,979.31,979.31,0.0,Paid,Credit Card,No
INV0011621,A0017377,CL005,C008275,P012459,2025-02-09,229.04,0.0,229.04,229.04,0.0,Paid,Debit Card,No
INV0011622,A0017379,CL007,C006304,P009479,2025-12-23,100.4,7.03,107.43,107.43,0.0,Paid,Debit Card,No
INV0011623,A0017380,CL001,C000247,P000361,2025-01-18,292.12,0.0,292.12,292.12,0.0,Paid,CareCredit,No
INV0011624,A0017381,CL010,C005733,P008605,2024-08-12,908.13,0.0,908.13,908.13,0.0,Paid,CareCredit,No
INV0011625,A0017386,CL005,C005302,P007953,2024-02-02,24.02,1.68,25.7,25.7,0.0,Paid,Cash,No
INV0011626,A0017388,CL010,C007420,P011155,2024-03-05,360.2,25.21,385.41,385.41,0.0,Paid,Debit Card,No
INV0011627,A0017392,CL004,C004252,P006340,2025-10-22,346.17,24.23,370.4,370.4,0.0,Paid,Credit Card,No
