InvoiceLineID,InvoiceID,AppointmentID,ServiceID,Quantity,UnitPrice,DiscountAmount,LineTotal,RevenueCategory
IL00030840,INV0011278,A0016853,SV023,1,410.77,41.08,369.69,Hospitalization
IL00030841,INV0011279,A0016854,SV009,1,202.34,20.23,182.11,Diagnostics
IL00030842,INV0011279,A0016854,SV010,1,62.34,6.23,56.11,Diagnostics
IL00030843,INV0011280,A0016858,SV010,1,65.96,6.6,59.36,Diagnostics
IL00030844,INV0011280,A0016858,SV009,1,206.05,0.0,206.05,Diagnostics
IL00030845,INV0011281,A0016859,SV025,1,24.49,0.0,24.49,Grooming
IL00030846,INV0011281,A0016859,SV005,1,113.09,0.0,113.09,Preventive
IL00030847,INV0011282,A0016860,SV021,1,492.54,0.0,492.54,Emergency
IL00030848,INV0011282,A0016860,SV009,1,181.27,0.0,181.27,Diagnostics
IL00030849,INV0011282,A0016860,SV003,1,172.95,0.0,172.95,Emergency
IL00030850,INV0011282,A0016860,SV029,1,39.86,0.0,39.86,Treatment
IL00030851,INV0011282,A0016860,SV011,1,210.23,21.02,189.21,Imaging
IL00030852,INV0011283,A0016862,SV022,1,133.86,6.69,127.17,Treatment
IL00030853,INV0011283,A0016862,SV015,1,318.47,0.0,318.47,Dental
IL00030854,INV0011284,A0016864,SV001,1,77.45,0.0,77.45,Preventive
IL00030855,INV0011284,A0016864,SV006,1,33.16,1.66,31.5,Preventive
IL00030856,INV0011285,A0016866,SV029,1,36.49,0.0,36.49,Treatment
IL00030857,INV0011285,A0016866,SV002,1,90.8,4.54,86.26,Medical
IL00030858,INV0011285,A0016866,SV034,1,68.1,0.0,68.1,Rehabilitation
IL00030859,INV0011286,A0016867,SV024,1,60.11,0.0,60.11,Preventive
IL00030860,INV0011286,A0016867,SV005,1,102.34,0.0,102.34,Preventive
IL00030861,INV0011286,A0016867,SV006,1,34.84,0.0,34.84,Preventive
IL00030862,INV0011286,A0016867,SV001,1,76.65,0.0,76.65,Preventive
IL00030863,INV0011286,A0016867,SV004,1,121.71,0.0,121.71,Preventive
IL00030864,INV0011287,A0016868,SV016,1,512.59,25.63,486.96,Surgery
IL00030865,INV0011287,A0016868,SV020,1,700.09,0.0,700.09,Surgery
IL00030866,INV0011288,A0016871,SV006,1,33.8,0.0,33.8,Preventive
IL00030867,INV0011288,A0016871,SV004,1,120.24,0.0,120.24,Preventive
IL00030868,INV0011289,A0016872,SV002,1,100.76,0.0,100.76,Medical
IL00030869,INV0011289,A0016872,SV034,1,64.54,0.0,64.54,Rehabilitation
IL00030870,INV0011289,A0016872,SV029,1,36.28,0.0,36.28,Treatment
IL00030871,INV0011290,A0016874,SV013,1,558.41,0.0,558.41,Dental
IL00030872,INV0011290,A0016874,SV009,1,173.34,0.0,173.34,Diagnostics
IL00030873,INV0011290,A0016874,SV022,1,161.8,0.0,161.8,Treatment
IL00030874,INV0011290,A0016874,SV014,1,161.7,0.0,161.7,Dental
IL00030875,INV0011291,A0016875,SV006,1,35.58,0.0,35.58,Preventive
IL00030876,INV0011291,A0016875,SV005,1,102.69,0.0,102.69,Preventive
IL00030877,INV0011291,A0016875,SV001,1,73.62,0.0,73.62,Preventive
IL00030878,INV0011291,A0016875,SV004,1,118.57,0.0,118.57,Preventive
IL00030879,INV0011292,A0016878,SV002,1,89.27,0.0,89.27,Medical
IL00030880,INV0011292,A0016878,SV027,1,65.19,0.0,65.19,Diagnostics
IL00030881,INV0011293,A0016880,SV005,1,116.23,0.0,116.23,Preventive
IL00030882,INV0011293,A0016880,SV024,1,53.06,0.0,53.06,Preventive
IL00030883,INV0011294,A0016881,SV011,1,203.77,0.0,203.77,Imaging
IL00030884,INV0011294,A0016881,SV027,1,64.93,0.0,64.93,Diagnostics
IL00030885,INV0011295,A0016882,SV006,1,37.05,0.0,37.05,Preventive
IL00030886,INV0011295,A0016882,SV005,1,111.85,0.0,111.85,Preventive
IL00030887,INV0011295,A0016882,SV004,1,125.61,0.0,125.61,Preventive
IL00030888,INV0011296,A0016883,SV008,1,46.04,0.0,46.04,Diagnostics
IL00030889,INV0011296,A0016883,SV007,1,44.89,0.0,44.89,Diagnostics
IL00030890,INV0011296,A0016883,SV006,1,38.29,0.0,38.29,Preventive
IL00030891,INV0011296,A0016883,SV004,1,114.05,0.0,114.05,Preventive
IL00030892,INV0011296,A0016883,SV005,1,101.5,10.15,91.35,Preventive
IL00030893,INV0011297,A0016884,SV011,1,212.31,21.23,191.08,Imaging
IL00030894,INV0011297,A0016884,SV003,1,155.96,0.0,155.96,Emergency
IL00030895,INV0011297,A0016884,SV009,1,176.36,17.64,158.72,Diagnostics
IL00030896,INV0011298,A0016885,SV024,1,51.88,0.0,51.88,Preventive
IL00030897,INV0011298,A0016885,SV006,1,35.98,0.0,35.98,Preventive
IL00030898,INV0011299,A0016886,SV022,1,156.53,15.65,140.88,Treatment
IL00030899,INV0011299,A0016886,SV011,1,211.18,0.0,211.18,Imaging
IL00030900,INV0011300,A0016889,SV011,1,203.53,0.0,203.53,Imaging
IL00030901,INV0011300,A0016889,SV040,1,292.1,0.0,292.1,Specialty
IL00030902,INV0011300,A0016889,SV012,1,456.78,0.0,456.78,Imaging
IL00030903,INV0011301,A0016890,SV006,1,34.53,0.0,34.53,Preventive
IL00030904,INV0011301,A0016890,SV001,1,73.97,0.0,73.97,Preventive
IL00030905,INV0011301,A0016890,SV004,1,122.75,0.0,122.75,Preventive
IL00030906,INV0011302,A0016892,SV004,1,110.63,0.0,110.63,Preventive
IL00030907,INV0011302,A0016892,SV006,1,37.23,1.86,35.37,Preventive
IL00030908,INV0011302,A0016892,SV005,1,113.28,0.0,113.28,Preventive
IL00030909,INV0011303,A0016894,SV029,1,36.59,0.0,36.59,Treatment
IL00030910,INV0011303,A0016894,SV034,1,62.05,0.0,62.05,Rehabilitation
IL00030911,INV0011304,A0016896,SV023,1,409.67,0.0,409.67,Hospitalization
IL00030912,INV0011304,A0016896,SV009,1,206.34,0.0,206.34,Diagnostics
IL00030913,INV0011304,A0016896,SV029,1,37.26,1.86,35.4,Treatment
IL00030914,INV0011304,A0016896,SV011,1,223.07,0.0,223.07,Imaging
IL00030915,INV0011305,A0016897,SV006,1,38.65,3.87,34.78,Preventive
IL00030916,INV0011305,A0016897,SV001,1,76.77,0.0,76.77,Preventive
IL00030917,INV0011306,A0016898,SV007,1,49.7,4.97,44.73,Diagnostics
IL00030918,INV0011306,A0016898,SV006,1,33.99,0.0,33.99,Preventive
IL00030919,INV0011307,A0016900,SV007,1,53.61,0.0,53.61,Diagnostics
IL00030920,INV0011307,A0016900,SV025,1,22.54,0.0,22.54,Grooming
IL00030921,INV0011307,A0016900,SV006,1,35.25,0.0,35.25,Preventive
IL00030922,INV0011307,A0016900,SV001,1,82.71,0.0,82.71,Preventive
IL00030923,INV0011307,A0016900,SV008,1,44.76,4.48,40.28,Diagnostics
IL00030924,INV0011308,A0016901,SV023,1,361.06,0.0,361.06,Hospitalization
IL00030925,INV0011308,A0016901,SV011,1,242.71,0.0,242.71,Imaging
IL00030926,INV0011308,A0016901,SV029,1,38.47,1.92,36.55,Treatment
IL00030927,INV0011308,A0016901,SV022,1,142.16,0.0,142.16,Treatment
IL00030928,INV0011309,A0016902,SV006,1,37.69,0.0,37.69,Preventive
IL00030929,INV0011309,A0016902,SV025,1,24.97,0.0,24.97,Grooming
IL00030930,INV0011309,A0016902,SV001,1,69.34,3.47,65.87,Preventive
IL00030931,INV0011310,A0016903,SV038,1,222.85,0.0,222.85,Specialty
IL00030932,INV0011310,A0016903,SV012,1,421.25,21.06,400.19,Imaging
IL00030933,INV0011310,A0016903,SV037,1,230.96,11.55,219.41,Specialty
IL00030934,INV0011311,A0016905,SV011,1,221.83,0.0,221.83,Imaging
IL00030935,INV0011311,A0016905,SV002,1,99.04,9.9,89.14,Medical
IL00030936,INV0011311,A0016905,SV022,1,143.94,0.0,143.94,Treatment
IL00030937,INV0011312,A0016906,SV040,1,307.96,0.0,307.96,Specialty
IL00030938,INV0011312,A0016906,SV038,1,254.04,0.0,254.04,Specialty
IL00030939,INV0011313,A0016908,SV022,1,139.94,13.99,125.95,Treatment
IL00030940,INV0011313,A0016908,SV027,1,62.92,0.0,62.92,Diagnostics
IL00030941,INV0011313,A0016908,SV010,1,61.35,0.0,61.35,Diagnostics
IL00030942,INV0011314,A0016909,SV037,1,261.09,0.0,261.09,Specialty
IL00030943,INV0011314,A0016909,SV039,1,258.33,0.0,258.33,Specialty
IL00030944,INV0011315,A0016910,SV029,1,35.49,0.0,35.49,Treatment
IL00030945,INV0011315,A0016910,SV034,1,60.13,6.01,54.12,Rehabilitation
IL00030946,INV0011316,A0016914,SV029,1,42.12,0.0,42.12,Treatment
IL00030947,INV0011316,A0016914,SV002,1,93.99,0.0,93.99,Medical
IL00030948,INV0011317,A0016916,SV009,1,198.86,9.94,188.92,Diagnostics
IL00030949,INV0011317,A0016916,SV013,1,516.17,0.0,516.17,Dental
IL00030950,INV0011317,A0016916,SV022,1,152.83,0.0,152.83,Treatment
IL00030951,INV0011318,A0016917,SV004,1,116.58,5.83,110.75,Preventive
IL00030952,INV0011318,A0016917,SV005,1,100.08,0.0,100.08,Preventive
IL00030953,INV0011318,A0016917,SV006,1,33.57,3.36,30.21,Preventive
IL00030954,INV0011319,A0016919,SV002,1,95.74,0.0,95.74,Medical
IL00030955,INV0011319,A0016919,SV010,1,70.67,0.0,70.67,Diagnostics
IL00030956,INV0011319,A0016919,SV022,1,152.21,0.0,152.21,Treatment
IL00030957,INV0011320,A0016920,SV034,1,62.19,0.0,62.19,Rehabilitation
IL00030958,INV0011320,A0016920,SV029,1,40.98,2.05,38.93,Treatment
IL00030959,INV0011320,A0016920,SV002,1,91.48,0.0,91.48,Medical
IL00030960,INV0011321,A0016923,SV005,1,116.31,0.0,116.31,Preventive
IL00030961,INV0011321,A0016923,SV006,1,32.28,0.0,32.28,Preventive
IL00030962,INV0011321,A0016923,SV001,1,78.05,3.9,74.15,Preventive
IL00030963,INV0011321,A0016923,SV004,1,117.22,0.0,117.22,Preventive
IL00030964,INV0011322,A0016924,SV002,1,93.16,0.0,93.16,Medical
IL00030965,INV0011322,A0016924,SV034,1,63.9,6.39,57.51,Rehabilitation
IL00030966,INV0011322,A0016924,SV029,1,37.3,0.0,37.3,Treatment
IL00030967,INV0011323,A0016925,SV024,1,53.4,0.0,53.4,Preventive
IL00030968,INV0011323,A0016925,SV007,1,52.13,0.0,52.13,Diagnostics
IL00030969,INV0011323,A0016925,SV005,1,108.22,0.0,108.22,Preventive
IL00030970,INV0011323,A0016925,SV006,1,34.28,0.0,34.28,Preventive
IL00030971,INV0011324,A0016926,SV010,1,61.21,0.0,61.21,Diagnostics
IL00030972,INV0011324,A0016926,SV029,1,35.33,1.77,33.56,Treatment
IL00030973,INV0011324,A0016926,SV027,1,60.7,3.04,57.66,Diagnostics
IL00030974,INV0011324,A0016926,SV022,1,136.53,6.83,129.7,Treatment
IL00030975,INV0011325,A0016927,SV003,1,155.27,7.76,147.51,Emergency
IL00030976,INV0011325,A0016927,SV021,1,457.92,22.9,435.02,Emergency
IL00030977,INV0011326,A0016928,SV007,1,51.56,2.58,48.98,Diagnostics
IL00030978,INV0011327,A0016929,SV024,1,52.09,2.6,49.49,Preventive
IL00030979,INV0011327,A0016929,SV001,1,78.67,0.0,78.67,Preventive
IL00030980,INV0011328,A0016930,SV004,1,117.49,0.0,117.49,Preventive
IL00030981,INV0011329,A0016931,SV002,1,94.57,0.0,94.57,Medical
IL00030982,INV0011329,A0016931,SV010,1,72.27,0.0,72.27,Diagnostics
IL00030983,INV0011330,A0016932,SV002,1,87.81,0.0,87.81,Medical
IL00030984,INV0011330,A0016932,SV026,1,54.1,0.0,54.1,Diagnostics
IL00030985,INV0011331,A0016933,SV022,1,158.52,15.85,142.67,Treatment
IL00030986,INV0011331,A0016933,SV009,1,200.64,10.03,190.61,Diagnostics
IL00030987,INV0011331,A0016933,SV013,1,542.55,27.13,515.42,Dental
IL00030988,INV0011332,A0016939,SV018,1,313.91,0.0,313.91,Surgery
IL00030989,INV0011333,A0016940,SV007,1,49.51,4.95,44.56,Diagnostics
IL00030990,INV0011333,A0016940,SV008,1,39.83,0.0,39.83,Diagnostics
IL00030991,INV0011333,A0016940,SV024,1,54.41,5.44,48.97,Preventive
IL00030992,INV0011334,A0016941,SV026,1,56.47,0.0,56.47,Diagnostics
IL00030993,INV0011334,A0016941,SV009,1,197.5,0.0,197.5,Diagnostics
IL00030994,INV0011334,A0016941,SV027,1,63.79,6.38,57.41,Diagnostics
IL00030995,INV0011335,A0016942,SV013,1,556.09,0.0,556.09,Dental
IL00030996,INV0011335,A0016942,SV022,1,149.68,14.97,134.71,Treatment
IL00030997,INV0011335,A0016942,SV014,1,180.03,9.0,171.03,Dental
IL00030998,INV0011336,A0016943,SV009,1,183.38,9.17,174.21,Diagnostics
IL00030999,INV0011336,A0016943,SV013,1,511.73,0.0,511.73,Dental
IL00031000,INV0011337,A0016944,SV020,1,762.58,0.0,762.58,Surgery
IL00031001,INV0011337,A0016944,SV017,1,418.7,41.87,376.83,Surgery
IL00031002,INV0011337,A0016944,SV009,1,174.99,0.0,174.99,Diagnostics
IL00031003,INV0011338,A0016945,SV024,1,59.11,0.0,59.11,Preventive
IL00031004,INV0011338,A0016945,SV005,1,99.18,0.0,99.18,Preventive
IL00031005,INV0011338,A0016945,SV025,1,26.15,0.0,26.15,Grooming
IL00031006,INV0011339,A0016946,SV005,1,104.31,0.0,104.31,Preventive
IL00031007,INV0011339,A0016946,SV008,1,41.78,2.09,39.69,Diagnostics
IL00031008,INV0011340,A0016947,SV027,1,60.67,3.03,57.64,Diagnostics
IL00031009,INV0011340,A0016947,SV002,1,105.62,0.0,105.62,Medical
IL00031010,INV0011341,A0016948,SV006,1,36.44,0.0,36.44,Preventive
IL00031011,INV0011341,A0016948,SV007,1,53.01,0.0,53.01,Diagnostics
IL00031012,INV0011341,A0016948,SV025,1,22.35,0.0,22.35,Grooming
IL00031013,INV0011342,A0016949,SV001,1,69.28,3.46,65.82,Preventive
IL00031014,INV0011342,A0016949,SV006,1,35.44,0.0,35.44,Preventive
IL00031015,INV0011343,A0016950,SV006,1,37.68,0.0,37.68,Preventive
IL00031016,INV0011343,A0016950,SV005,1,112.57,0.0,112.57,Preventive
IL00031017,INV0011343,A0016950,SV024,1,57.38,0.0,57.38,Preventive
IL00031018,INV0011344,A0016951,SV011,1,243.53,24.35,219.18,Imaging
IL00031019,INV0011344,A0016951,SV002,1,87.61,0.0,87.61,Medical
IL00031020,INV0011344,A0016951,SV027,1,58.3,0.0,58.3,Diagnostics
IL00031021,INV0011344,A0016951,SV022,1,157.05,15.71,141.34,Treatment
IL00031022,INV0011345,A0016953,SV005,1,109.34,0.0,109.34,Preventive
IL00031023,INV0011345,A0016953,SV004,1,118.31,0.0,118.31,Preventive
IL00031024,INV0011346,A0016954,SV002,1,90.96,9.1,81.86,Medical
IL00031025,INV0011346,A0016954,SV034,1,67.07,0.0,67.07,Rehabilitation
IL00031026,INV0011346,A0016954,SV029,1,39.51,0.0,39.51,Treatment
IL00031027,INV0011347,A0016957,SV027,1,58.29,2.91,55.38,Diagnostics
IL00031028,INV0011347,A0016957,SV009,1,180.24,18.02,162.22,Diagnostics
IL00031029,INV0011348,A0016958,SV011,1,214.88,10.74,204.14,Imaging
IL00031030,INV0011348,A0016958,SV029,1,40.15,0.0,40.15,Treatment
IL00031031,INV0011348,A0016958,SV027,1,68.87,0.0,68.87,Diagnostics
IL00031032,INV0011348,A0016958,SV009,1,187.11,18.71,168.4,Diagnostics
IL00031033,INV0011349,A0016959,SV022,1,144.38,7.22,137.16,Treatment
IL00031034,INV0011349,A0016959,SV010,1,62.05,0.0,62.05,Diagnostics
IL00031035,INV0011350,A0016960,SV010,1,68.21,0.0,68.21,Diagnostics
IL00031036,INV0011350,A0016960,SV029,1,35.17,3.52,31.65,Treatment
IL00031037,INV0011351,A0016962,SV022,1,144.37,0.0,144.37,Treatment
IL00031038,INV0011351,A0016962,SV003,1,169.96,0.0,169.96,Emergency
IL00031039,INV0011352,A0016963,SV010,1,70.4,7.04,63.36,Diagnostics
IL00031040,INV0011353,A0016964,SV015,1,328.07,0.0,328.07,Dental
IL00031041,INV0011353,A0016964,SV009,1,200.15,10.01,190.14,Diagnostics
IL00031042,INV0011353,A0016964,SV014,1,181.29,0.0,181.29,Dental
IL00031043,INV0011353,A0016964,SV022,1,140.27,0.0,140.27,Treatment
IL00031044,INV0011353,A0016964,SV013,1,508.93,0.0,508.93,Dental
IL00031045,INV0011354,A0016966,SV002,1,99.95,5.0,94.95,Medical
IL00031046,INV0011355,A0016967,SV039,1,259.25,25.93,233.32,Specialty
IL00031047,INV0011355,A0016967,SV037,1,263.71,26.37,237.34,Specialty
IL00031048,INV0011356,A0016970,SV022,1,161.72,0.0,161.72,Treatment
IL00031049,INV0011356,A0016970,SV029,1,41.17,0.0,41.17,Treatment
IL00031050,INV0011356,A0016970,SV011,1,211.87,0.0,211.87,Imaging
IL00031051,INV0011356,A0016970,SV009,1,197.8,9.89,187.91,Diagnostics
IL00031052,INV0011357,A0016971,SV011,1,245.57,0.0,245.57,Imaging
IL00031053,INV0011357,A0016971,SV002,1,91.18,4.56,86.62,Medical
IL00031054,INV0011357,A0016971,SV010,1,65.26,0.0,65.26,Diagnostics
IL00031055,INV0011358,A0016972,SV007,1,49.34,0.0,49.34,Diagnostics
IL00031056,INV0011358,A0016972,SV004,1,117.59,0.0,117.59,Preventive
IL00031057,INV0011358,A0016972,SV006,1,35.5,0.0,35.5,Preventive
IL00031058,INV0011358,A0016972,SV025,1,25.8,0.0,25.8,Grooming
IL00031059,INV0011359,A0016973,SV025,1,23.18,0.0,23.18,Grooming
IL00031060,INV0011359,A0016973,SV004,1,112.41,0.0,112.41,Preventive
IL00031061,INV0011359,A0016973,SV024,1,60.07,0.0,60.07,Preventive
IL00031062,INV0011359,A0016973,SV007,1,52.08,0.0,52.08,Diagnostics
IL00031063,INV0011360,A0016974,SV017,1,426.65,0.0,426.65,Surgery
IL00031064,INV0011360,A0016974,SV023,1,357.98,0.0,357.98,Hospitalization
IL00031065,INV0011360,A0016974,SV018,1,309.52,15.48,294.04,Surgery
IL00031066,INV0011361,A0016975,SV009,1,206.34,0.0,206.34,Diagnostics
IL00031067,INV0011361,A0016975,SV022,1,153.84,0.0,153.84,Treatment
IL00031068,INV0011361,A0016975,SV021,1,489.02,24.45,464.57,Emergency
IL00031069,INV0011362,A0016977,SV014,1,154.65,0.0,154.65,Dental
IL00031070,INV0011362,A0016977,SV022,1,147.55,14.76,132.79,Treatment
IL00031071,INV0011362,A0016977,SV009,1,188.16,0.0,188.16,Diagnostics
IL00031072,INV0011362,A0016977,SV015,1,352.81,0.0,352.81,Dental
IL00031073,INV0011363,A0016978,SV005,1,108.23,0.0,108.23,Preventive
IL00031074,INV0011363,A0016978,SV001,1,78.28,7.83,70.45,Preventive
IL00031075,INV0011363,A0016978,SV006,1,38.16,0.0,38.16,Preventive
IL00031076,INV0011364,A0016979,SV022,1,137.35,6.87,130.48,Treatment
IL00031077,INV0011365,A0016980,SV022,1,139.63,0.0,139.63,Treatment
IL00031078,INV0011365,A0016980,SV016,1,490.18,49.02,441.16,Surgery
IL00031079,INV0011365,A0016980,SV019,1,241.18,0.0,241.18,Surgery
IL00031080,INV0011365,A0016980,SV023,1,423.24,0.0,423.24,Hospitalization
IL00031081,INV0011366,A0016982,SV009,1,204.83,0.0,204.83,Diagnostics
IL00031082,INV0011366,A0016982,SV037,1,233.24,23.32,209.92,Specialty
IL00031083,INV0011366,A0016982,SV040,1,280.74,0.0,280.74,Specialty
IL00031084,INV0011367,A0016983,SV008,1,45.57,0.0,45.57,Diagnostics
IL00031085,INV0011367,A0016983,SV007,1,49.83,4.98,44.85,Diagnostics
IL00031086,INV0011367,A0016983,SV004,1,113.95,0.0,113.95,Preventive
IL00031087,INV0011368,A0016984,SV026,1,63.78,0.0,63.78,Diagnostics
IL00031088,INV0011368,A0016984,SV009,1,206.49,0.0,206.49,Diagnostics
IL00031089,INV0011368,A0016984,SV027,1,68.37,6.84,61.53,Diagnostics
IL00031090,INV0011368,A0016984,SV029,1,38.74,3.87,34.87,Treatment
IL00031091,INV0011368,A0016984,SV011,1,238.16,23.82,214.34,Imaging
IL00031092,INV0011369,A0016985,SV011,1,236.79,0.0,236.79,Imaging
IL00031093,INV0011369,A0016985,SV029,1,38.67,0.0,38.67,Treatment
IL00031094,INV0011370,A0016986,SV025,1,23.06,1.15,21.91,Grooming
IL00031095,INV0011370,A0016986,SV004,1,112.95,0.0,112.95,Preventive
IL00031096,INV0011371,A0016987,SV009,1,204.55,10.23,194.32,Diagnostics
IL00031097,INV0011371,A0016987,SV019,1,212.53,0.0,212.53,Surgery
IL00031098,INV0011371,A0016987,SV018,1,295.58,0.0,295.58,Surgery
IL00031099,INV0011371,A0016987,SV023,1,354.65,0.0,354.65,Hospitalization
IL00031100,INV0011371,A0016987,SV022,1,155.93,7.8,148.13,Treatment
IL00031101,INV0011372,A0016989,SV012,1,404.5,0.0,404.5,Imaging
IL00031102,INV0011373,A0016990,SV005,1,110.78,11.08,99.7,Preventive
IL00031103,INV0011374,A0016991,SV022,1,138.06,6.9,131.16,Treatment
IL00031104,INV0011374,A0016991,SV009,1,189.76,18.98,170.78,Diagnostics
IL00031105,INV0011375,A0016994,SV002,1,89.85,0.0,89.85,Medical
IL00031106,INV0011375,A0016994,SV026,1,60.85,3.04,57.81,Diagnostics
IL00031107,INV0011376,A0016995,SV005,1,102.27,10.23,92.04,Preventive
IL00031108,INV0011377,A0016998,SV009,1,172.97,0.0,172.97,Diagnostics
IL00031109,INV0011377,A0016998,SV015,1,339.5,16.98,322.52,Dental
IL00031110,INV0011377,A0016998,SV022,1,152.79,7.64,145.15,Treatment
IL00031111,INV0011378,A0017003,SV001,1,81.95,0.0,81.95,Preventive
IL00031112,INV0011378,A0017003,SV004,1,128.1,6.41,121.69,Preventive
IL00031113,INV0011379,A0017004,SV022,1,158.19,0.0,158.19,Treatment
IL00031114,INV0011379,A0017004,SV014,1,163.84,0.0,163.84,Dental
IL00031115,INV0011379,A0017004,SV009,1,173.0,0.0,173.0,Diagnostics
IL00031116,INV0011379,A0017004,SV015,1,333.97,0.0,333.97,Dental
IL00031117,INV0011380,A0017006,SV005,1,109.28,0.0,109.28,Preventive
IL00031118,INV0011380,A0017006,SV007,1,51.71,0.0,51.71,Diagnostics
IL00031119,INV0011380,A0017006,SV001,1,70.75,0.0,70.75,Preventive
IL00031120,INV0011381,A0017007,SV004,1,126.67,0.0,126.67,Preventive
IL00031121,INV0011381,A0017007,SV006,1,38.96,0.0,38.96,Preventive
IL00031122,INV0011381,A0017007,SV008,1,39.44,0.0,39.44,Diagnostics
IL00031123,INV0011382,A0017008,SV006,1,36.14,0.0,36.14,Preventive
IL00031124,INV0011382,A0017008,SV008,1,43.01,0.0,43.01,Diagnostics
IL00031125,INV0011383,A0017011,SV022,1,135.32,0.0,135.32,Treatment
IL00031126,INV0011383,A0017011,SV027,1,62.05,6.21,55.84,Diagnostics
IL00031127,INV0011383,A0017011,SV029,1,37.84,0.0,37.84,Treatment
IL00031128,INV0011384,A0017013,SV006,1,36.74,0.0,36.74,Preventive
IL00031129,INV0011385,A0017014,SV040,1,316.7,0.0,316.7,Specialty
IL00031130,INV0011385,A0017014,SV039,1,282.56,0.0,282.56,Specialty
IL00031131,INV0011385,A0017014,SV011,1,224.99,0.0,224.99,Imaging
IL00031132,INV0011386,A0017016,SV002,1,95.13,0.0,95.13,Medical
IL00031133,INV0011386,A0017016,SV034,1,64.67,0.0,64.67,Rehabilitation
IL00031134,INV0011386,A0017016,SV029,1,41.75,2.09,39.66,Treatment
IL00031135,INV0011387,A0017017,SV024,1,59.68,2.98,56.7,Preventive
IL00031136,INV0011387,A0017017,SV008,1,41.91,0.0,41.91,Diagnostics
IL00031137,INV0011388,A0017018,SV001,1,77.32,0.0,77.32,Preventive
IL00031138,INV0011388,A0017018,SV005,1,111.07,0.0,111.07,Preventive
IL00031139,INV0011388,A0017018,SV004,1,118.97,0.0,118.97,Preventive
IL00031140,INV0011389,A0017019,SV002,1,91.94,0.0,91.94,Medical
IL00031141,INV0011389,A0017019,SV010,1,64.39,0.0,64.39,Diagnostics
IL00031142,INV0011389,A0017019,SV027,1,64.83,0.0,64.83,Diagnostics
IL00031143,INV0011390,A0017020,SV023,1,400.05,0.0,400.05,Hospitalization
IL00031144,INV0011390,A0017020,SV018,1,313.1,0.0,313.1,Surgery
IL00031145,INV0011391,A0017022,SV014,1,169.96,17.0,152.96,Dental
IL00031146,INV0011391,A0017022,SV013,1,552.34,0.0,552.34,Dental
IL00031147,INV0011391,A0017022,SV009,1,204.86,20.49,184.37,Diagnostics
IL00031148,INV0011391,A0017022,SV015,1,337.02,0.0,337.02,Dental
IL00031149,INV0011392,A0017024,SV025,1,22.77,0.0,22.77,Grooming
IL00031150,INV0011392,A0017024,SV008,1,44.65,2.23,42.42,Diagnostics
IL00031151,INV0011393,A0017025,SV025,1,22.27,1.11,21.16,Grooming
IL00031152,INV0011394,A0017026,SV004,1,124.24,12.42,111.82,Preventive
IL00031153,INV0011394,A0017026,SV006,1,36.23,3.62,32.61,Preventive
IL00031154,INV0011394,A0017026,SV001,1,71.43,0.0,71.43,Preventive
IL00031155,INV0011395,A0017027,SV025,1,22.47,0.0,22.47,Grooming
IL00031156,INV0011395,A0017027,SV006,1,33.93,0.0,33.93,Preventive
IL00031157,INV0011395,A0017027,SV001,1,76.14,3.81,72.33,Preventive
IL00031158,INV0011396,A0017028,SV009,1,180.3,0.0,180.3,Diagnostics
IL00031159,INV0011396,A0017028,SV022,1,147.69,0.0,147.69,Treatment
IL00031160,INV0011397,A0017029,SV039,1,295.13,0.0,295.13,Specialty
IL00031161,INV0011397,A0017029,SV009,1,177.72,17.77,159.95,Diagnostics
IL00031162,INV0011397,A0017029,SV012,1,465.79,0.0,465.79,Imaging
IL00031163,INV0011397,A0017029,SV040,1,318.85,0.0,318.85,Specialty
IL00031164,INV0011398,A0017030,SV009,1,174.19,0.0,174.19,Diagnostics
IL00031165,INV0011398,A0017030,SV021,1,432.71,0.0,432.71,Emergency
IL00031166,INV0011398,A0017030,SV023,1,357.52,0.0,357.52,Hospitalization
IL00031167,INV0011398,A0017030,SV022,1,160.26,0.0,160.26,Treatment
IL00031168,INV0011399,A0017031,SV013,1,551.81,55.18,496.63,Dental
IL00031169,INV0011399,A0017031,SV022,1,135.86,6.79,129.07,Treatment
IL00031170,INV0011399,A0017031,SV015,1,301.29,0.0,301.29,Dental
IL00031171,INV0011400,A0017033,SV011,1,232.29,0.0,232.29,Imaging
IL00031172,INV0011400,A0017033,SV026,1,56.92,0.0,56.92,Diagnostics
IL00031173,INV0011400,A0017033,SV009,1,203.06,0.0,203.06,Diagnostics
IL00031174,INV0011400,A0017033,SV010,1,63.94,0.0,63.94,Diagnostics
IL00031175,INV0011401,A0017035,SV026,1,55.34,2.77,52.57,Diagnostics
IL00031176,INV0011401,A0017035,SV029,1,35.26,0.0,35.26,Treatment
IL00031177,INV0011401,A0017035,SV011,1,216.92,0.0,216.92,Imaging
IL00031178,INV0011401,A0017035,SV002,1,104.48,5.22,99.26,Medical
IL00031179,INV0011401,A0017035,SV010,1,65.93,0.0,65.93,Diagnostics
IL00031180,INV0011402,A0017039,SV001,1,77.41,0.0,77.41,Preventive
IL00031181,INV0011402,A0017039,SV025,1,22.37,1.12,21.25,Grooming
IL00031182,INV0011402,A0017039,SV008,1,46.91,0.0,46.91,Diagnostics
IL00031183,INV0011403,A0017040,SV011,1,205.94,0.0,205.94,Imaging
