PetID,ClientID,PetName,Species,Breed,Sex,SpayedNeutered,DateOfBirth,WeightLbs,InsuranceStatus,ChronicCondition,PetStatus
P007755,C005163,Daisy,Cat,Persian,Female,No,2013-03-11,19.5,Not Insured,None,Active
P007756,C005164,Bear,Dog,German Shepherd,Female,No,2014-03-24,18.7,Not Insured,None,Active
P007757,C005165,Duke,Dog,Labrador Retriever,Male,Yes,2016-12-13,20.3,Not Insured,None,Active
P007758,C005166,Nala,Dog,Australian Shepherd,Male,Yes,2021-07-04,30.2,Not Insured,Allergies,Active
P007759,C005166,Finn,Cat,Domestic Shorthair,Male,Yes,2019-04-26,5.1,Not Insured,None,Active
P007760,C005166,Rocky,Dog,German Shepherd,Female,Yes,2025-05-25,12.7,Not Insured,Arthritis,Active
P007761,C005167,Ruby,Dog,Boxer,Male,Yes,2023-11-09,10.1,Not Insured,None,Active
P007762,C005168,Coco,Cat,Bengal,Female,Yes,2017-08-21,9.7,Not Insured,Kidney Disease,Active
P007763,C005169,Leo,Dog,Poodle,Female,Yes,2020-08-28,94.0,Not Insured,None,Active
P007764,C005169,Milo,Cat,Persian,Male,No,2015-06-08,13.7,Not Insured,None,Active
P007765,C005169,Milo,Dog,Great Dane,Male,No,2011-07-26,27.6,Not Insured,Heart Disease,Active
P007766,C005170,Milo,Dog,Beagle,Male,Yes,2010-07-26,57.1,Not Insured,Arthritis,Active
P007767,C005170,Cooper,Dog,Yorkshire Terrier,Female,Yes,2021-05-24,32.6,Insured,Arthritis,Active
P007768,C005171,Cooper,Dog,Poodle,Female,Yes,2018-04-20,32.5,Not Insured,None,Active
P007769,C005171,Charlie,Dog,Mixed Breed,Female,Yes,2020-09-28,6.1,Not Insured,Diabetes,Active
P007770,C005172,Pepper,Dog,French Bulldog,Female,Yes,2017-11-16,63.8,Not Insured,Diabetes,Active
P007771,C005172,Hazel,Cat,Domestic Shorthair,Male,No,2023-05-01,7.2,Insured,Arthritis,Inactive
P007772,C005173,Pepper,Dog,German Shepherd,Male,Yes,2022-04-04,46.4,Not Insured,Seizure Disorder,Active
P007773,C005174,Daisy,Rabbit,Mini Rex,Female,Yes,2013-02-02,2.3,Not Insured,Allergies,Active
P007774,C005175,Pepper,Dog,Poodle,Female,Yes,2018-11-16,39.3,Not Insured,None,Active
P007775,C005176,Lucy,Dog,Great Dane,Female,Yes,2021-07-10,32.1,Insured,Seizure Disorder,Active
P007776,C005177,Oliver,Dog,Chihuahua,Male,Yes,2013-12-20,46.1,Not Insured,None,Active
P007777,C005178,Molly,Dog,Boxer,Female,Yes,2023-04-26,92.8,Insured,None,Active
P007778,C005178,Cooper,Cat,Maine Coon,Male,Yes,2024-08-02,9.1,Insured,None,Active
P007779,C005179,Jasper,Bird,Parakeet,Female,Yes,2016-04-13,4.3,Not Insured,Diabetes,Active
P007780,C005180,Cooper,Dog,Mixed Breed,Female,No,2025-05-03,33.4,Not Insured,Arthritis,Active
P007781,C005181,Murphy,Dog,Labrador Retriever,Male,Yes,2020-04-13,39.0,Not Insured,None,Active
P007782,C005181,Luna,Dog,Yorkshire Terrier,Female,Yes,2017-03-27,96.1,Not Insured,None,Active
P007783,C005182,Luna,Dog,German Shepherd,Male,Yes,2017-12-13,36.1,Insured,Diabetes,Active
P007784,C005183,Bella,Cat,Domestic Shorthair,Male,No,2008-09-09,15.5,Not Insured,None,Active
P007785,C005184,Luna,Dog,French Bulldog,Female,Yes,2013-10-03,71.4,Not Insured,None,Active
P007786,C005185,Jasper,Dog,Mixed Breed,Female,No,2021-02-25,83.6,Not Insured,None,Active
P007787,C005186,Teddy,Dog,Poodle,Male,Yes,2022-09-30,55.8,Not Insured,Diabetes,Active
P007788,C005187,Tucker,Cat,Siamese,Male,Yes,2025-07-18,14.1,Not Insured,Heart Disease,Active
P007789,C005188,Scout,Dog,Chihuahua,Male,Yes,2018-10-20,21.8,Not Insured,None,Active
P007790,C005189,Stella,Dog,German Shepherd,Male,Yes,2018-08-15,7.0,Not Insured,None,Active
P007791,C005189,Bailey,Dog,French Bulldog,Male,Yes,2023-09-20,54.9,Not Insured,Allergies,Active
P007792,C005189,Max,Dog,Great Dane,Female,Yes,2019-09-19,91.7,Not Insured,None,Active
P007793,C005190,Daisy,Rabbit,Mixed Breed,Male,Yes,2016-08-08,5.2,Not Insured,Kidney Disease,Active
P007794,C005190,Oliver,Dog,Labrador Retriever,Male,Yes,2023-05-13,45.6,Not Insured,Heart Disease,Active
P007795,C005191,Tucker,Cat,Ragdoll,Female,Yes,2019-08-28,9.8,Not Insured,None,Active
P007796,C005191,Milo,Dog,Great Dane,Female,Yes,2019-08-04,30.0,Insured,None,Active
P007797,C005192,Murphy,Dog,Yorkshire Terrier,Male,No,2017-05-18,86.3,Not Insured,Arthritis,Active
P007798,C005193,Milo,Dog,Labrador Retriever,Male,Yes,2015-09-25,91.8,Not Insured,None,Active
P007799,C005194,Bailey,Dog,Mixed Breed,Female,Yes,2016-04-13,12.5,Not Insured,None,Active
P007800,C005194,Willow,Cat,Persian,Female,Yes,2018-10-22,10.7,Insured,None,Active
P007801,C005194,Teddy,Bird,Other,Female,Yes,2013-02-25,1.8,Insured,Diabetes,Active
P007802,C005195,Scout,Dog,German Shepherd,Female,Yes,2015-12-25,40.3,Not Insured,None,Active
P007803,C005195,Biscuit,Dog,Labrador Retriever,Female,No,2019-08-10,97.7,Not Insured,None,Active
P007804,C005195,Ruby,Dog,Beagle,Female,Yes,2025-04-29,55.5,Not Insured,Seizure Disorder,Active
P007805,C005196,Oliver,Cat,Domestic Shorthair,Female,Yes,2020-09-06,16.8,Not Insured,None,Inactive
P007806,C005197,Penny,Cat,Persian,Male,Yes,2025-09-29,14.0,Insured,Seizure Disorder,Deceased
P007807,C005198,Tucker,Dog,Golden Retriever,Female,Yes,2021-08-13,70.7,Not Insured,Allergies,Active
P007808,C005199,Tucker,Cat,Domestic Shorthair,Female,Yes,2019-07-21,11.3,Not Insured,None,Active
P007809,C005200,Pepper,Dog,Chihuahua,Female,Yes,2018-03-02,4.3,Not Insured,None,Active
P007810,C005200,Lola,Dog,Mixed Breed,Male,Yes,2020-11-26,52.9,Not Insured,None,Active
P007811,C005201,Leo,Dog,Boxer,Female,No,2023-12-22,31.2,Not Insured,None,Active
P007812,C005202,Cooper,Dog,German Shepherd,Female,No,2025-05-07,28.3,Not Insured,None,Active
P007813,C005203,Penny,Dog,Mixed Breed,Male,Yes,2019-07-23,37.3,Not Insured,None,Active
P007814,C005203,Rosie,Cat,Bengal,Male,Yes,2020-04-25,9.0,Not Insured,None,Active
P007815,C005204,Poppy,Cat,Persian,Male,Yes,2013-02-26,18.8,Not Insured,Allergies,Active
P007816,C005205,Hazel,Cat,Maine Coon,Male,Yes,2018-11-08,18.1,Not Insured,Diabetes,Inactive
P007817,C005206,Tucker,Dog,German Shepherd,Male,Yes,2021-12-04,22.8,Not Insured,Diabetes,Active
P007818,C005206,Biscuit,Dog,Mixed Breed,Female,Yes,2014-07-05,37.9,Not Insured,None,Active
P007819,C005207,Buddy,Dog,Labrador Retriever,Male,Yes,2019-06-26,79.2,Not Insured,None,Active
P007820,C005208,Willow,Dog,Australian Shepherd,Female,Yes,2014-05-14,95.8,Not Insured,None,Active
P007821,C005209,Buddy,Cat,Russian Blue,Male,No,2020-03-12,12.8,Not Insured,None,Active
P007822,C005209,Bailey,Dog,Labrador Retriever,Female,Yes,2019-09-01,35.6,Not Insured,Allergies,Active
P007823,C005209,Jasper,Dog,German Shepherd,Male,Yes,2020-11-19,46.0,Not Insured,None,Deceased
P007824,C005209,Duke,Bird,Cockatiel,Male,Yes,2020-03-01,8.2,Not Insured,None,Active
P007825,C005210,Max,Dog,Yorkshire Terrier,Male,Yes,2022-01-10,42.2,Not Insured,None,Active
P007826,C005211,Sadie,Dog,Mixed Breed,Male,No,2019-10-17,78.5,Not Insured,None,Active
P007827,C005211,Bella,Dog,French Bulldog,Female,Yes,2015-09-24,62.3,Not Insured,None,Active
P007828,C005212,Jasper,Dog,Beagle,Male,Yes,2022-05-20,50.6,Not Insured,Arthritis,Active
P007829,C005213,Luna,Dog,Beagle,Male,Yes,2023-01-29,19.6,Insured,None,Active
P007830,C005214,Daisy,Dog,Golden Retriever,Male,Yes,2020-01-07,95.8,Not Insured,Kidney Disease,Active
P007831,C005214,Leo,Cat,Persian,Male,No,2019-08-23,13.0,Not Insured,None,Active
P007832,C005215,Bella,Dog,Boxer,Male,Yes,2019-02-09,21.4,Not Insured,None,Active
P007833,C005216,Lola,Dog,Golden Retriever,Male,Yes,2017-01-14,62.1,Not Insured,None,Active
P007834,C005217,Bella,Cat,Maine Coon,Male,No,2022-03-15,9.9,Insured,Arthritis,Active
P007835,C005218,Willow,Dog,Beagle,Female,Yes,2022-08-01,79.3,Not Insured,Arthritis,Active
P007836,C005219,Pepper,Cat,Persian,Female,No,2017-07-03,16.9,Insured,Heart Disease,Active
P007837,C005219,Sadie,Dog,French Bulldog,Female,Yes,2016-04-28,96.3,Not Insured,None,Active
P007838,C005219,Zoe,Dog,Boxer,Male,Yes,2021-01-24,95.6,Not Insured,Kidney Disease,Active
P007839,C005220,Tucker,Cat,Domestic Longhair,Male,Yes,2019-10-06,6.2,Not Insured,None,Active
P007840,C005221,Pepper,Dog,German Shepherd,Female,Yes,2013-03-17,29.4,Not Insured,Diabetes,Active
P007841,C005221,Tucker,Dog,Poodle,Female,No,2018-09-24,12.7,Not Insured,None,Active
P007842,C005222,Oliver,Cat,Persian,Female,Yes,2018-01-01,12.1,Not Insured,None,Inactive
P007843,C005223,Biscuit,Cat,Domestic Longhair,Female,Yes,2023-10-10,12.6,Not Insured,None,Active
P007844,C005224,Winston,Dog,Boxer,Male,Yes,2024-11-29,23.0,Not Insured,Seizure Disorder,Deceased
P007845,C005225,Willow,Other,Other,Male,Yes,2018-05-12,9.2,Insured,None,Active
P007846,C005225,Rosie,Dog,Chihuahua,Female,Yes,2015-08-17,61.1,Not Insured,None,Active
P007847,C005226,Sadie,Dog,Boxer,Male,Yes,2011-08-28,75.2,Not Insured,None,Active
P007848,C005227,Cooper,Dog,Beagle,Male,Yes,2025-07-28,32.1,Not Insured,None,Active
P007849,C005227,Mochi,Dog,Poodle,Female,Yes,2019-03-20,18.2,Not Insured,None,Active
P007850,C005228,Scout,Cat,Domestic Shorthair,Male,Yes,2018-04-05,6.9,Not Insured,None,Active
P007851,C005229,Finn,Cat,Maine Coon,Female,Yes,2025-09-05,9.9,Not Insured,None,Active
P007852,C005230,Biscuit,Dog,Chihuahua,Male,Yes,2017-04-14,67.9,Not Insured,None,Active
P007853,C005231,Luna,Cat,Bengal,Male,Yes,2017-08-27,14.4,Not Insured,None,Active
P007854,C005232,Stella,Rabbit,Mixed Breed,Male,Yes,2013-09-28,5.9,Not Insured,Allergies,Active
P007855,C005232,Teddy,Dog,Poodle,Male,No,2021-04-17,95.3,Not Insured,Kidney Disease,Active
P007856,C005233,Winston,Dog,Poodle,Male,No,2011-01-29,11.8,Not Insured,Allergies,Active
P007857,C005234,Scout,Dog,German Shepherd,Male,No,2011-12-29,69.3,Insured,None,Active
P007858,C005234,Winston,Dog,Yorkshire Terrier,Male,Yes,2023-05-12,15.6,Not Insured,Heart Disease,Active
P007859,C005235,Ginger,Dog,Boxer,Male,Yes,2020-10-14,23.2,Not Insured,None,Active
P007860,C005235,Winston,Cat,Maine Coon,Male,Yes,2025-06-13,13.4,Not Insured,None,Active
P007861,C005236,Lucy,Dog,Poodle,Male,Yes,2023-08-11,46.0,Not Insured,None,Active
P007862,C005237,Luna,Cat,Siamese,Female,Yes,2022-07-04,5.4,Not Insured,None,Active
P007863,C005238,Ruby,Cat,Ragdoll,Male,Yes,2020-11-18,5.9,Not Insured,Seizure Disorder,Active
P007864,C005239,Lucy,Cat,Russian Blue,Female,Yes,2018-02-06,6.7,Not Insured,None,Active
P007865,C005240,Finn,Cat,Domestic Shorthair,Male,Yes,2016-12-22,7.9,Not Insured,None,Active
P007866,C005241,Scout,Cat,Siamese,Male,Yes,2022-06-24,9.9,Not Insured,Seizure Disorder,Active
P007867,C005242,Rocky,Dog,Golden Retriever,Male,Yes,2022-04-28,86.1,Not Insured,Seizure Disorder,Active
P007868,C005243,Bailey,Dog,Australian Shepherd,Female,No,2016-05-25,92.9,Not Insured,None,Active
P007869,C005244,Rocky,Cat,Ragdoll,Female,Yes,2015-02-06,7.4,Not Insured,None,Active
P007870,C005245,Rocky,Dog,Chihuahua,Male,No,2020-07-14,74.4,Insured,None,Active
P007871,C005246,Lola,Dog,Yorkshire Terrier,Female,Yes,2018-01-17,5.9,Not Insured,None,Active
P007872,C005247,Cooper,Dog,French Bulldog,Female,Yes,2018-07-10,18.2,Insured,Allergies,Active
P007873,C005247,Blue,Dog,French Bulldog,Male,Yes,2021-07-25,14.1,Not Insured,Arthritis,Active
P007874,C005248,Lola,Cat,Bengal,Male,Yes,2022-12-08,15.7,Not Insured,None,Active
P007875,C005248,Molly,Cat,Persian,Male,Yes,2024-12-08,12.0,Not Insured,None,Active
P007876,C005249,Scout,Dog,French Bulldog,Female,Yes,2019-02-03,85.8,Not Insured,None,Active
P007877,C005250,Duke,Rabbit,Netherland Dwarf,Female,Yes,2013-11-24,11.5,Not Insured,None,Active
P007878,C005251,Blue,Cat,Domestic Shorthair,Male,No,2020-05-14,15.5,Not Insured,Allergies,Active
P007879,C005252,Bella,Dog,Yorkshire Terrier,Female,Yes,2021-07-16,31.1,Not Insured,None,Active
P007880,C005253,Cooper,Other,Other,Male,Yes,2017-11-21,10.5,Insured,None,Active
P007881,C005253,Ruby,Dog,Great Dane,Male,No,2016-08-25,25.4,Not Insured,None,Active
P007882,C005253,Biscuit,Other,Guinea Pig,Female,Yes,2013-09-01,7.5,Insured,Seizure Disorder,Active
P007883,C005253,Oliver,Dog,Labrador Retriever,Male,Yes,2017-10-01,14.7,Insured,None,Active
P007884,C005254,Lola,Dog,Great Dane,Male,Yes,2018-02-04,26.9,Not Insured,None,Active
P007885,C005255,Molly,Dog,Beagle,Female,No,2016-07-01,49.2,Insured,Arthritis,Active
P007886,C005255,Stella,Dog,French Bulldog,Male,Yes,2014-11-23,48.5,Not Insured,None,Active
P007887,C005256,Cooper,Dog,Australian Shepherd,Female,Yes,2021-03-14,12.0,Not Insured,None,Active
P007888,C005256,Cooper,Dog,Yorkshire Terrier,Female,Yes,2014-11-11,78.1,Not Insured,Allergies,Active
P007889,C005257,Daisy,Dog,Yorkshire Terrier,Female,Yes,2025-05-08,47.1,Not Insured,Arthritis,Active
P007890,C005257,Daisy,Dog,Labrador Retriever,Male,Yes,2016-08-04,12.4,Not Insured,Heart Disease,Active
P007891,C005258,Nala,Dog,Beagle,Male,Yes,2019-12-28,20.0,Not Insured,None,Active
P007892,C005259,Luna,Dog,Chihuahua,Female,Yes,2020-10-28,67.9,Not Insured,None,Active
P007893,C005259,Ruby,Dog,Great Dane,Male,Yes,2017-05-02,73.0,Not Insured,None,Active
P007894,C005260,Coco,Dog,Great Dane,Female,Yes,2017-02-22,16.9,Not Insured,None,Active
P007895,C005261,Cooper,Dog,Golden Retriever,Female,Yes,2018-05-31,52.7,Not Insured,None,Deceased
P007896,C005261,Sadie,Dog,Mixed Breed,Female,Yes,2016-06-03,64.3,Insured,Allergies,Active
P007897,C005261,Jasper,Dog,Beagle,Female,Yes,2022-03-23,7.2,Not Insured,None,Active
P007898,C005262,Stella,Cat,Bengal,Male,Yes,2020-03-11,8.9,Not Insured,Heart Disease,Active
P007899,C005262,Stella,Dog,Australian Shepherd,Male,No,2019-11-27,21.6,Insured,None,Active
P007900,C005263,Teddy,Dog,Australian Shepherd,Male,Yes,2021-11-05,56.3,Insured,None,Active
P007901,C005264,Rocky,Dog,Yorkshire Terrier,Male,No,2019-08-21,12.9,Not Insured,None,Inactive
P007902,C005265,Tucker,Dog,Beagle,Male,Yes,2017-11-10,47.1,Not Insured,None,Active
P007903,C005265,Penny,Dog,Australian Shepherd,Female,Yes,2017-07-25,75.8,Not Insured,Kidney Disease,Active
P007904,C005266,Luna,Cat,Ragdoll,Female,Yes,2025-06-11,9.3,Not Insured,None,Active
P007905,C005267,Pepper,Dog,Yorkshire Terrier,Female,Yes,2015-07-17,8.6,Not Insured,None,Active
P007906,C005268,Ruby,Dog,Australian Shepherd,Female,Yes,2024-01-24,39.7,Not Insured,None,Active
P007907,C005269,Daisy,Dog,French Bulldog,Male,Yes,2015-10-27,86.6,Not Insured,None,Active
P007908,C005270,Willow,Dog,Beagle,Female,Yes,2017-03-24,25.3,Not Insured,Heart Disease,Active
P007909,C005271,Milo,Dog,Labrador Retriever,Female,Yes,2017-08-28,75.3,Not Insured,Allergies,Active
P007910,C005272,Scout,Cat,Ragdoll,Male,Yes,2023-10-22,8.0,Not Insured,None,Active
P007911,C005273,Lucy,Cat,Ragdoll,Male,Yes,2024-11-08,17.1,Not Insured,None,Active
P007912,C005274,Stella,Dog,Boxer,Female,Yes,2015-04-12,4.2,Insured,None,Active
P007913,C005274,Ginger,Cat,Ragdoll,Female,Yes,2020-11-04,12.9,Insured,None,Active
P007914,C005275,Stella,Dog,Golden Retriever,Male,Yes,2023-02-15,90.1,Insured,None,Active
P007915,C005275,Zoe,Dog,German Shepherd,Female,No,2017-09-27,52.5,Not Insured,Seizure Disorder,Active
P007916,C005276,Rocky,Dog,Labrador Retriever,Female,Yes,2019-12-04,84.9,Insured,None,Active
P007917,C005277,Bailey,Cat,Domestic Longhair,Female,No,2018-04-22,14.8,Insured,None,Active
P007918,C005278,Zoe,Cat,Bengal,Male,Yes,2020-03-24,16.5,Insured,None,Active
P007919,C005279,Sadie,Dog,Boxer,Male,Yes,2019-08-15,34.0,Not Insured,Allergies,Active
P007920,C005280,Willow,Dog,German Shepherd,Male,Yes,2022-06-09,43.7,Not Insured,None,Active
P007921,C005280,Molly,Dog,Chihuahua,Male,Yes,2023-05-23,96.1,Not Insured,Kidney Disease,Active
P007922,C005281,Zoe,Dog,Poodle,Female,Yes,2011-11-02,72.8,Not Insured,None,Active
P007923,C005281,Buddy,Dog,Mixed Breed,Female,Yes,2019-07-07,9.3,Not Insured,Arthritis,Active
P007924,C005282,Murphy,Dog,Boxer,Female,Yes,2015-05-19,38.0,Not Insured,None,Active
P007925,C005283,Rocky,Dog,Poodle,Female,Yes,2015-05-10,43.5,Not Insured,None,Active
P007926,C005284,Winston,Dog,Australian Shepherd,Male,Yes,2019-05-06,45.2,Not Insured,Allergies,Active
P007927,C005284,Tucker,Dog,Golden Retriever,Female,Yes,2020-11-25,48.6,Not Insured,Allergies,Active
P007928,C005285,Daisy,Dog,Boxer,Male,Yes,2018-11-03,77.1,Not Insured,None,Active
P007929,C005286,Bailey,Cat,Russian Blue,Male,Yes,2011-11-12,12.5,Not Insured,Allergies,Active
P007930,C005286,Nala,Reptile,Leopard Gecko,Female,Yes,2011-03-31,1.5,Not Insured,Arthritis,Active
P007931,C005286,Buddy,Rabbit,Netherland Dwarf,Female,Yes,2017-02-14,4.4,Not Insured,None,Active
P007932,C005287,Molly,Cat,Domestic Shorthair,Female,Yes,2019-01-05,7.4,Not Insured,Diabetes,Active
P007933,C005288,Tucker,Dog,French Bulldog,Male,Yes,2011-04-12,25.4,Not Insured,Kidney Disease,Active
P007934,C005289,Max,Dog,German Shepherd,Female,Yes,2014-07-13,9.1,Not Insured,None,Active
P007935,C005290,Cooper,Dog,Mixed Breed,Female,No,2025-12-01,4.8,Not Insured,None,Active
P007936,C005291,Mochi,Dog,Mixed Breed,Male,Yes,2016-07-15,63.8,Not Insured,Heart Disease,Active
P007937,C005292,Daisy,Dog,Australian Shepherd,Male,Yes,2025-07-04,57.2,Not Insured,None,Active
P007938,C005293,Leo,Dog,Chihuahua,Female,Yes,2023-08-05,15.4,Not Insured,None,Deceased
P007939,C005293,Nala,Cat,Bengal,Male,No,2017-02-01,16.3,Not Insured,None,Active
P007940,C005294,Pepper,Bird,African Grey,Male,Yes,2020-11-19,10.6,Not Insured,Seizure Disorder,Active
P007941,C005295,Finn,Reptile,Ball Python,Female,No,2014-07-02,3.2,Not Insured,None,Active
P007942,C005295,Cooper,Rabbit,Mini Rex,Female,Yes,2018-06-04,7.0,Not Insured,None,Active
P007943,C005295,Tucker,Dog,Boxer,Male,Yes,2017-02-13,79.7,Not Insured,Allergies,Active
P007944,C005296,Sadie,Dog,Yorkshire Terrier,Female,Yes,2024-06-21,79.7,Insured,None,Active
P007945,C005296,Poppy,Cat,Siamese,Female,Yes,2018-01-23,13.7,Not Insured,None,Active
P007946,C005296,Bear,Cat,Domestic Shorthair,Female,No,2025-09-26,7.1,Insured,Heart Disease,Active
P007947,C005297,Stella,Dog,German Shepherd,Female,Yes,2019-12-16,32.6,Not Insured,Heart Disease,Active
P007948,C005298,Blue,Dog,Boxer,Male,Yes,2014-08-26,74.2,Not Insured,None,Active
P007949,C005299,Cooper,Dog,Labrador Retriever,Female,Yes,2019-09-24,75.7,Not Insured,Diabetes,Active
P007950,C005300,Zoe,Dog,Great Dane,Female,Yes,2015-06-13,17.7,Not Insured,None,Active
P007951,C005301,Coco,Dog,French Bulldog,Female,Yes,2017-08-22,87.8,Not Insured,None,Active
P007952,C005302,Rocky,Dog,Mixed Breed,Female,Yes,2013-01-06,49.7,Not Insured,None,Deceased
P007953,C005302,Blue,Dog,Mixed Breed,Female,Yes,2025-10-15,81.7,Not Insured,Kidney Disease,Active
P007954,C005303,Cooper,Dog,Poodle,Male,Yes,2017-10-22,77.2,Not Insured,None,Active
P007955,C005303,Rosie,Bird,Conure,Female,Yes,2018-09-03,1.6,Not Insured,None,Active
P007956,C005304,Duke,Cat,Persian,Female,Yes,2024-02-22,16.4,Not Insured,None,Active
P007957,C005305,Duke,Dog,Mixed Breed,Female,Yes,2025-08-10,87.5,Not Insured,None,Active
P007958,C005306,Rocky,Dog,Poodle,Female,Yes,2023-07-18,14.8,Not Insured,Allergies,Active
P007959,C005307,Duke,Dog,Golden Retriever,Female,Yes,2015-02-19,22.5,Not Insured,Arthritis,Active
P007960,C005307,Cooper,Dog,German Shepherd,Male,Yes,2022-04-06,21.5,Not Insured,Seizure Disorder,Active
P007961,C005308,Finn,Dog,Chihuahua,Female,Yes,2010-11-06,87.6,Not Insured,None,Active
P007962,C005309,Nala,Cat,Siamese,Female,Yes,2022-08-27,7.5,Not Insured,None,Active
P007963,C005310,Winston,Dog,Beagle,Female,Yes,2016-12-01,61.8,Not Insured,None,Active
P007964,C005311,Bailey,Dog,Labrador Retriever,Male,Yes,2019-01-08,75.3,Not Insured,None,Active
P007965,C005312,Nala,Rabbit,Mini Rex,Male,Yes,2015-11-26,8.7,Not Insured,Seizure Disorder,Active
P007966,C005312,Luna,Dog,Mixed Breed,Male,Yes,2017-07-01,71.7,Not Insured,Heart Disease,Active
P007967,C005312,Nala,Cat,Domestic Shorthair,Male,Yes,2024-06-07,19.0,Not Insured,Allergies,Active
P007968,C005312,Duke,Dog,Beagle,Female,Yes,2023-04-08,13.7,Not Insured,None,Active
P007969,C005313,Lola,Dog,Great Dane,Female,No,2019-03-29,21.8,Not Insured,None,Active
P007970,C005313,Hazel,Dog,Boxer,Male,Yes,2018-05-10,87.3,Not Insured,None,Active
P007971,C005314,Murphy,Dog,Golden Retriever,Female,Yes,2023-09-22,78.0,Insured,Arthritis,Active
P007972,C005315,Murphy,Dog,Yorkshire Terrier,Female,Yes,2019-02-13,77.8,Insured,None,Active
P007973,C005315,Bella,Dog,German Shepherd,Male,Yes,2018-12-23,73.7,Not Insured,None,Active
P007974,C005316,Bella,Dog,Chihuahua,Male,Yes,2015-05-09,95.8,Not Insured,Seizure Disorder,Active
P007975,C005316,Bella,Cat,Maine Coon,Female,Yes,2017-01-17,6.5,Not Insured,None,Active
P007976,C005317,Willow,Reptile,Turtle,Male,No,2017-09-17,5.5,Not Insured,Kidney Disease,Active
P007977,C005318,Hazel,Dog,Golden Retriever,Female,Yes,2021-11-24,74.8,Not Insured,Kidney Disease,Active
P007978,C005319,Winston,Cat,Persian,Female,Yes,2015-03-01,9.6,Not Insured,Allergies,Active
P007979,C005320,Milo,Dog,French Bulldog,Male,Yes,2024-11-26,69.1,Insured,None,Active
P007980,C005321,Bella,Dog,Poodle,Female,Yes,2015-11-24,73.0,Insured,None,Active
P007981,C005321,Oliver,Dog,Golden Retriever,Female,Yes,2014-01-14,60.2,Not Insured,Seizure Disorder,Active
P007982,C005321,Poppy,Dog,Boxer,Male,Yes,2022-12-24,67.9,Not Insured,Allergies,Active
P007983,C005322,Blue,Dog,Mixed Breed,Male,No,2018-08-08,93.8,Not Insured,Allergies,Active
P007984,C005323,Jasper,Cat,Siamese,Female,Yes,2018-02-28,18.1,Not Insured,Kidney Disease,Active
P007985,C005323,Daisy,Dog,German Shepherd,Female,Yes,2014-10-14,47.6,Not Insured,None,Active
P007986,C005324,Finn,Reptile,Bearded Dragon,Female,Yes,2020-08-19,11.5,Not Insured,None,Deceased
P007987,C005325,Nala,Cat,Persian,Male,Yes,2017-12-23,11.6,Not Insured,None,Active
P007988,C005326,Blue,Cat,Domestic Longhair,Female,Yes,2017-09-01,10.7,Insured,None,Active
P007989,C005327,Sadie,Dog,Australian Shepherd,Female,Yes,2025-07-08,85.2,Not Insured,Arthritis,Active
P007990,C005328,Jasper,Dog,Great Dane,Male,Yes,2013-01-22,76.7,Not Insured,Kidney Disease,Active
P007991,C005329,Hazel,Rabbit,Mixed Breed,Female,Yes,2021-09-15,10.1,Not Insured,Arthritis,Active
P007992,C005329,Coco,Dog,Chihuahua,Female,Yes,2023-11-13,78.2,Not Insured,Allergies,Active
P007993,C005330,Duke,Bird,Cockatiel,Female,Yes,2022-12-09,2.7,Not Insured,None,Active
P007994,C005331,Willow,Dog,Great Dane,Female,Yes,2019-11-26,60.0,Not Insured,Allergies,Active
P007995,C005332,Rosie,Rabbit,Mixed Breed,Male,Yes,2017-07-31,0.5,Not Insured,None,Active
P007996,C005333,Biscuit,Dog,Mixed Breed,Male,Yes,2025-01-10,56.3,Insured,None,Active
P007997,C005334,Bella,Cat,Russian Blue,Female,Yes,2013-06-07,15.9,Not Insured,None,Active
P007998,C005334,Murphy,Dog,Yorkshire Terrier,Female,Yes,2019-03-24,70.9,Not Insured,Arthritis,Active
P007999,C005335,Jasper,Dog,German Shepherd,Male,No,2019-09-23,71.6,Insured,None,Active
P008000,C005336,Hazel,Dog,French Bulldog,Male,Yes,2021-11-25,20.6,Insured,Heart Disease,Active
P008001,C005336,Poppy,Rabbit,Mini Rex,Female,No,2023-11-08,5.9,Not Insured,None,Active
P008002,C005336,Blue,Cat,Maine Coon,Female,Yes,2019-05-04,14.6,Not Insured,Allergies,Active
P008003,C005337,Tucker,Cat,Siamese,Male,No,2022-02-26,11.6,Not Insured,None,Active
P008004,C005337,Tucker,Dog,Australian Shepherd,Male,No,2013-08-05,41.1,Not Insured,None,Active
P008005,C005338,Rosie,Cat,Bengal,Male,Yes,2013-05-22,11.9,Not Insured,None,Active
P008006,C005339,Rosie,Cat,Bengal,Female,No,2019-02-12,11.0,Not Insured,None,Active
P008007,C005340,Willow,Dog,Chihuahua,Male,Yes,2023-08-01,27.7,Insured,Diabetes,Active
P008008,C005341,Teddy,Dog,Golden Retriever,Female,Yes,2020-03-21,72.9,Not Insured,Arthritis,Active
P008009,C005342,Stella,Dog,Labrador Retriever,Male,Yes,2020-05-09,15.6,Insured,Arthritis,Active
P008010,C005343,Rocky,Cat,Ragdoll,Male,Yes,2021-12-24,8.6,Not Insured,None,Active
P008011,C005344,Penny,Dog,Beagle,Male,Yes,2018-08-08,16.3,Not Insured,None,Active
P008012,C005345,Oliver,Dog,Poodle,Male,Yes,2023-08-31,25.4,Insured,Arthritis,Active
